,BEV Ladezustand [kWh],BEV Entladen [kW],BEV Laden [kW],BEV Fahrverbrauch [kW],BEV V2G Entladung (vor Wandlung) [kW]
2022-01-29 11:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 11:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 11:45:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 12:00:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 12:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 12:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 12:45:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 13:00:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 13:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 13:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 13:45:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 14:00:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 14:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 14:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 14:45:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 15:00:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 15:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 15:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 15:45:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 16:00:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 16:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 16:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 16:45:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 17:00:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 17:15:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 17:30:00,15.772903,0.0,0.0,0.0,0.0
2022-01-29 17:45:00,15.772903,1.49161,0.0,1.4916100153280396,0.0
2022-01-29 18:00:00,15.4,0.0,9.6492,0.0,0.0
2022-01-29 18:15:00,17.8123,0.0,9.7126667,0.0,0.0
2022-01-29 18:30:00,20.240467,0.0,10.613293,0.0,0.0
2022-01-29 18:45:00,22.89379,1.2222222,0.0,0.0,12.222222
2022-01-29 19:00:00,22.588234,0.98277675,0.0,0.9827767540523812,0.0
2022-01-29 19:15:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 19:30:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 19:45:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 20:00:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 20:15:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 20:30:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 20:45:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 21:00:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 21:15:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 21:30:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 21:45:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 22:00:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 22:15:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 22:30:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 22:45:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 23:00:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 23:15:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 23:30:00,22.34254,0.0,0.0,0.0,0.0
2022-01-29 23:45:00,22.34254,0.0,0.0,0.0,0.0
2022-01-30 00:00:00,22.34254,0.0,0.0,0.0,0.0
2022-01-30 00:15:00,22.34254,0.0,0.0,0.0,0.0
2022-01-30 00:30:00,22.34254,0.70254677,0.0,0.7025467710675471,0.0
2022-01-30 00:45:00,22.166903,0.70254677,0.0,0.7025467710675471,0.0
2022-01-30 01:00:00,21.991267,1.4989556,0.0,0.0,12.222222
2022-01-30 01:15:00,21.616528,1.5728222,0.0,0.0,12.222222
2022-01-30 01:30:00,21.223322,1.5218889,0.0,0.0,12.222222
2022-01-30 01:45:00,20.84285,1.5165556,0.0,0.0,12.222222
2022-01-30 02:00:00,20.463711,1.4712889,0.0,0.0,12.222222
2022-01-30 02:15:00,20.095889,1.4624889,0.0,0.0,12.222222
2022-01-30 02:30:00,19.730267,1.4312889,0.0,0.0,12.222222
2022-01-30 02:45:00,19.372444,1.4571556,0.0,0.0,12.222222
2022-01-30 03:00:00,19.008156,1.4558222,0.0,0.0,12.222222
2022-01-30 03:15:00,18.6442,0.0,0.0,0.0,0.0
2022-01-30 03:30:00,18.6442,1.4486889,0.0,0.0,12.222222
2022-01-30 03:45:00,18.282028,1.4359556,0.0,0.0,12.222222
2022-01-30 04:00:00,17.923039,1.4828222,0.0,0.0,12.222222
2022-01-30 04:15:00,17.552333,0.0,0.0,0.0,0.0
2022-01-30 04:30:00,17.552333,1.4336222,0.0,0.0,12.222222
2022-01-30 04:45:00,17.193928,1.3724889,0.0,0.0,12.222222
2022-01-30 05:00:00,16.850806,1.4286889,0.0,0.0,12.222222
2022-01-30 05:15:00,16.493633,1.4288889,0.0,0.0,12.222222
2022-01-30 05:30:00,16.136411,0.0,0.0,0.0,0.0
2022-01-30 05:45:00,16.136411,1.4808222,0.0,0.0,12.222222
2022-01-30 06:00:00,15.766206,0.0,0.0,0.0,0.0
2022-01-30 06:15:00,15.766206,1.4648222,0.0,0.0,12.222222
2022-01-30 06:30:00,15.4,0.0,0.0,0.0,0.0
2022-01-30 06:45:00,15.4,0.0,0.0,0.0,0.0
2022-01-30 07:00:00,15.4,0.0,0.0,0.0,0.0
2022-01-30 07:15:00,15.4,0.0,0.0,0.0,0.0
2022-01-30 07:30:00,15.4,0.0,0.0,0.0,0.0
2022-01-30 07:45:00,15.4,0.0,0.0,0.0,0.0
2022-01-30 08:00:00,15.4,0.0,1.2222222,0.0,0.0
2022-01-30 08:15:00,15.705556,1.2222222,0.0,0.0,12.222222
2022-01-30 08:30:00,15.4,0.0,0.35141881,0.0,0.0
2022-01-30 08:45:00,15.487855,0.0,0.69884558,0.0,0.0
2022-01-30 09:00:00,15.662566,0.0,1.1399801,0.0,0.0
2022-01-30 09:15:00,15.947561,1.2222222,0.0,0.0,12.222222
2022-01-30 09:30:00,15.642006,0.0,3.1620873,0.0,0.0
2022-01-30 09:45:00,16.432527,1.2222222,0.0,0.0,12.222222
2022-01-30 10:00:00,16.126972,0.0,4.3328487,0.0,0.0
2022-01-30 10:15:00,17.210184,1.2222222,0.0,0.0,12.222222
2022-01-30 10:30:00,16.904628,1.2222222,0.0,0.0,12.222222
2022-01-30 10:45:00,16.599073,1.2222222,0.0,0.0,12.222222
2022-01-30 11:00:00,16.293517,0.0,11.0,0.0,0.0
2022-01-30 11:15:00,19.043517,0.0,3.6474083,0.0,0.0
2022-01-30 11:30:00,19.955369,0.0,3.5903115,0.0,0.0
2022-01-30 11:45:00,20.852947,1.2222222,0.0,0.0,12.222222
2022-01-30 12:00:00,20.547392,0.0,7.054126,0.0,0.0
2022-01-30 12:15:00,22.310923,0.0,3.7542997,0.0,0.0
2022-01-30 12:30:00,23.249498,0.0,3.6992621,0.0,0.0
2022-01-30 12:45:00,24.174314,1.2222222,0.0,0.0,12.222222
2022-01-30 13:00:00,23.868758,0.0,6.9625059,0.0,0.0
2022-01-30 13:15:00,25.609385,0.0,3.575038,0.0,0.0
2022-01-30 13:30:00,26.503144,0.0,3.4298532,0.0,0.0
2022-01-30 13:45:00,27.360607,1.3875539,0.0,1.3875539427126589,0.0
2022-01-30 14:00:00,27.013719,1.3875539,0.0,1.3875539427126589,0.0
2022-01-30 14:15:00,26.66683,1.3875539,0.0,1.3875539427126589,0.0
2022-01-30 14:30:00,26.319942,0.0,0.0,0.0,0.0
2022-01-30 14:45:00,26.319942,0.0,0.0,0.0,0.0
2022-01-30 15:00:00,26.319942,1.2083731,0.0,1.2083731192386564,0.0
2022-01-30 15:15:00,26.017849,0.0,0.0,0.0,0.0
2022-01-30 15:30:00,26.017849,0.0,0.0,0.0,0.0
2022-01-30 15:45:00,26.017849,1.0824761,0.0,1.0824760526388804,0.0
2022-01-30 16:00:00,25.74723,1.0824761,0.0,1.0824760526388804,0.0
2022-01-30 16:15:00,25.476611,0.0,10.167661,0.0,0.0
2022-01-30 16:30:00,28.018526,0.95521334,0.0,0.9552133440477104,0.0
2022-01-30 16:45:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 17:00:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 17:15:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 17:30:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 17:45:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 18:00:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 18:15:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 18:30:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 18:45:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 19:00:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 19:15:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 19:30:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 19:45:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 20:00:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 20:15:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 20:30:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 20:45:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 21:00:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 21:15:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 21:30:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 21:45:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 22:00:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 22:15:00,27.779723,0.0,0.0,0.0,0.0
2022-01-30 22:30:00,27.779723,0.8482765,0.0,0.8482765021787017,0.0
2022-01-30 22:45:00,27.567653,0.8482765,0.0,0.8482765021787017,0.0
2022-01-30 23:00:00,27.355584,0.8482765,0.0,0.8482765021787017,0.0
2022-01-30 23:15:00,27.143515,1.3434889,0.0,0.0,12.222222
2022-01-30 23:30:00,26.807643,1.3603556,0.0,0.0,12.222222
2022-01-30 23:45:00,26.467554,1.3975556,0.0,0.0,12.222222
2022-01-31 00:00:00,26.118165,1.4149556,0.0,0.0,12.222222
2022-01-31 00:15:00,25.764426,1.4540222,0.0,0.0,12.222222
2022-01-31 00:30:00,25.400921,1.3470889,0.0,0.0,12.222222
2022-01-31 00:45:00,25.064149,1.3144222,0.0,0.0,12.222222
2022-01-31 01:00:00,24.735543,1.3430222,0.0,0.0,12.222222
2022-01-31 01:15:00,24.399787,1.3709556,0.0,0.0,12.222222
2022-01-31 01:30:00,24.057049,1.3247556,0.0,0.0,12.222222
2022-01-31 01:45:00,23.72586,1.3602222,0.0,0.0,12.222222
2022-01-31 02:00:00,23.385804,1.4110222,0.0,0.0,12.222222
2022-01-31 02:15:00,23.033049,1.3410222,0.0,0.0,12.222222
2022-01-31 02:30:00,22.697793,1.3160889,0.0,0.0,12.222222
2022-01-31 02:45:00,22.368771,1.4058222,0.0,0.0,12.222222
2022-01-31 03:00:00,22.017315,1.4574889,0.0,0.0,12.222222
2022-01-31 03:15:00,21.652943,1.3252222,0.0,0.0,12.222222
2022-01-31 03:30:00,21.321637,1.3207556,0.0,0.0,12.222222
2022-01-31 03:45:00,20.991449,1.4378222,0.0,0.0,12.222222
2022-01-31 04:00:00,20.631993,1.3478222,0.0,0.0,12.222222
2022-01-31 04:15:00,20.295037,1.3156889,0.0,0.0,12.222222
2022-01-31 04:30:00,19.966115,0.0,0.0,0.0,0.0
2022-01-31 04:45:00,19.966115,1.3708222,0.0,0.0,12.222222
2022-01-31 05:00:00,19.62341,1.3225556,0.0,0.0,12.222222
2022-01-31 05:15:00,19.292771,1.3496889,0.0,0.0,12.222222
2022-01-31 05:30:00,18.955349,1.4720889,0.0,0.0,12.222222
2022-01-31 05:45:00,18.587326,1.3669556,0.0,0.0,12.222222
2022-01-31 06:00:00,18.245587,0.0,0.0,0.0,0.0
2022-01-31 06:15:00,18.245587,1.3657556,0.0,0.0,12.222222
2022-01-31 06:30:00,17.904149,0.0,0.0,0.0,0.0
2022-01-31 06:45:00,17.904149,1.3212222,0.0,0.0,12.222222
2022-01-31 07:00:00,17.573843,0.0,0.0,0.0,0.0
2022-01-31 07:15:00,17.573843,0.0,0.0,0.0,0.0
2022-01-31 07:30:00,17.573843,1.3382222,0.0,0.0,12.222222
2022-01-31 07:45:00,17.239287,0.0,0.0,0.0,0.0
2022-01-31 08:00:00,17.239287,0.0,0.0,0.0,0.0
2022-01-31 08:15:00,17.239287,0.0,0.0,0.0,0.0
2022-01-31 08:30:00,17.239287,0.0,0.43100534,0.0,0.0
2022-01-31 08:45:00,17.347039,0.0,0.77678323,0.0,0.0
2022-01-31 09:00:00,17.541235,0.0,1.1963029,0.0,0.0
2022-01-31 09:15:00,17.84031,0.0,1.6090835,0.0,0.0
2022-01-31 09:30:00,18.242581,0.0,1.9759827,0.0,0.0
2022-01-31 09:45:00,18.736577,0.0,7.7064089,0.0,0.0
2022-01-31 10:00:00,20.663179,4.7857368,0.0,4.785736761526249,0.0
2022-01-31 10:15:00,19.466745,4.7857368,0.0,4.785736761526249,0.0
2022-01-31 10:30:00,18.270311,4.7857368,0.0,4.785736761526249,0.0
2022-01-31 10:45:00,17.073876,0.0,0.0,0.0,0.0
2022-01-31 11:00:00,17.073876,0.0,0.0,0.0,0.0
2022-01-31 11:15:00,17.073876,0.0,0.0,0.0,0.0
2022-01-31 11:30:00,17.073876,2.186498,0.0,2.1864980029309575,0.0
2022-01-31 11:45:00,16.527252,2.186498,0.0,2.1864980029309575,0.0
2022-01-31 12:00:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 12:15:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 12:30:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 12:45:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 13:00:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 13:15:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 13:30:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 13:45:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 14:00:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 14:15:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 14:30:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 14:45:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 15:00:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 15:15:00,15.980627,0.0,0.0,0.0,0.0
2022-01-31 15:30:00,15.980627,1.6300804,0.0,1.6300803523801195,0.0
2022-01-31 15:45:00,15.573107,0.0,11.0,0.0,0.0
2022-01-31 16:00:00,18.323107,1.2744832,0.0,1.2744832199556428,0.0
2022-01-31 16:15:00,18.004487,1.2744832,0.0,1.2744832199556428,0.0
2022-01-31 16:30:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 16:45:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 17:00:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 17:15:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 17:30:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 17:45:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 18:00:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 18:15:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 18:30:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 18:45:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 19:00:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 19:15:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 19:30:00,17.685866,0.0,0.0,0.0,0.0
2022-01-31 19:45:00,17.685866,1.6221614,0.0,1.622161430075238,0.0
2022-01-31 20:00:00,17.280325,0.0,8.8384667,0.0,0.0
2022-01-31 20:15:00,19.489942,1.5309684,0.0,0.0,12.222222
2022-01-31 20:30:00,19.1072,1.7150889,0.0,0.0,12.222222
2022-01-31 20:45:00,18.678428,1.7765556,0.0,0.0,12.222222
2022-01-31 21:00:00,18.234289,1.6686222,0.0,0.0,12.222222
2022-01-31 21:15:00,17.817133,1.6004889,0.0,0.0,12.222222
2022-01-31 21:30:00,17.417011,1.5806889,0.0,0.0,12.222222
2022-01-31 21:45:00,17.021839,1.6033556,0.0,0.0,12.222222
2022-01-31 22:00:00,16.621,0.0,0.0,0.0,0.0
2022-01-31 22:15:00,16.621,1.6324889,0.0,0.0,12.222222
2022-01-31 22:30:00,16.212878,0.0,0.0,0.0,0.0
2022-01-31 22:45:00,16.212878,0.0,0.0,0.0,0.0
2022-01-31 23:00:00,16.212878,0.0,0.0,0.0,0.0
2022-01-31 23:15:00,16.212878,1.6120889,0.0,0.0,12.222222
2022-01-31 23:30:00,15.809856,1.6394222,0.0,0.0,12.222222
2022-01-31 23:45:00,15.4,0.0,0.0,0.0,0.0
2022-02-01 00:00:00,15.4,,,,
