,Heimspeicher Laden [kW],Heimspeicher Ladezustand [kWh],Heimspeicher Entladen [kW]
2022-01-22 17:15:00,0.0,1.0362003,0.0
2022-01-22 17:30:00,0.0,1.0359412,0.0
2022-01-22 17:45:00,0.0,1.0356821,0.0
2022-01-22 18:00:00,0.0,1.0354231,0.0
2022-01-22 18:15:00,0.0,1.0351641,0.0
2022-01-22 18:30:00,0.0,1.0349053,0.0
2022-01-22 18:45:00,0.0,1.0346464,0.0
2022-01-22 19:00:00,0.0,1.0343877,0.0
2022-01-22 19:15:00,0.0,1.034129,0.0
2022-01-22 19:30:00,0.0,1.0338704,0.0
2022-01-22 19:45:00,0.0,1.0336118,0.0
2022-01-22 20:00:00,0.0,1.0333533,0.0
2022-01-22 20:15:00,0.0,1.0330949,0.0
2022-01-22 20:30:00,0.0,1.0328365,0.0
2022-01-22 20:45:00,0.0,1.0325782,0.0
2022-01-22 21:00:00,0.0,1.0323199,0.0
2022-01-22 21:15:00,0.0,1.0320618,0.0
2022-01-22 21:30:00,0.0,1.0318036,0.0
2022-01-22 21:45:00,0.0,1.0315456,0.0
2022-01-22 22:00:00,0.0,1.0312876,0.0
2022-01-22 22:15:00,0.0,1.0310297,0.0
2022-01-22 22:30:00,0.0,1.0307718,0.0
2022-01-22 22:45:00,0.0,1.0305141,0.0
2022-01-22 23:00:00,0.0,1.0302563,0.0
2022-01-22 23:15:00,0.0,1.0299987,0.0
2022-01-22 23:30:00,0.0,1.0297411,0.0
2022-01-22 23:45:00,0.0,1.0294835,0.0
2022-01-23 00:00:00,0.0,1.0292261,0.0
2022-01-23 00:15:00,0.0,1.0289687,0.0
2022-01-23 00:30:00,0.0,1.0287113,0.0
2022-01-23 00:45:00,0.0,1.0284541,0.0
2022-01-23 01:00:00,0.0,1.0281968,0.0
2022-01-23 01:15:00,0.0,1.0279397,0.0
2022-01-23 01:30:00,0.0,1.0276826,0.0
2022-01-23 01:45:00,0.0,1.0274256,0.0
2022-01-23 02:00:00,0.0,1.0271686,0.0
2022-01-23 02:15:00,0.0,1.0269118,0.0
2022-01-23 02:30:00,0.0,1.0266549,0.0
2022-01-23 02:45:00,0.0,1.0263982,0.0
2022-01-23 03:00:00,0.0,1.0261415,0.0
2022-01-23 03:15:00,0.0,1.0258848,0.0
2022-01-23 03:30:00,0.0,1.0256283,0.0
2022-01-23 03:45:00,0.0,1.0253718,0.0
2022-01-23 04:00:00,0.0,1.0251153,0.0
2022-01-23 04:15:00,0.0,1.024859,0.0
2022-01-23 04:30:00,0.0,1.0246026,0.0
2022-01-23 04:45:00,0.0,1.0243464,0.0
2022-01-23 05:00:00,0.0,1.0240902,0.0
2022-01-23 05:15:00,0.0,1.0238341,0.0
2022-01-23 05:30:00,0.0,1.023578,0.0
2022-01-23 05:45:00,0.0,1.0233221,0.0
2022-01-23 06:00:00,0.0,1.0230661,0.0
2022-01-23 06:15:00,0.0,1.0228103,0.0
2022-01-23 06:30:00,0.0,1.0225545,0.0
2022-01-23 06:45:00,0.0,1.0222987,0.0
2022-01-23 07:00:00,0.0,1.0220431,0.0
2022-01-23 07:15:00,0.0,1.0217875,0.0
2022-01-23 07:30:00,0.0,1.0215319,0.0
2022-01-23 07:45:00,0.0,1.0212764,0.0
2022-01-23 08:00:00,0.0,1.021021,0.0
2022-01-23 08:15:00,0.0,1.0207657,0.0
2022-01-23 08:30:00,0.0,1.0205104,0.0
2022-01-23 08:45:00,0.0,1.0202552,0.0
2022-01-23 09:00:00,0.75421284,1.02,0.0
2022-01-23 09:15:00,1.1234715,1.1988705,0.0
2022-01-23 09:30:00,1.4314986,1.4653951,0.0
2022-01-23 09:45:00,1.7712406,1.8050095,0.0
2022-01-23 10:00:00,0.0,2.2252278,4.5767812
2022-01-23 10:15:00,0.0,1.0202552,0.0
2022-01-23 10:30:00,2.0428655,1.02,0.0
2022-01-23 10:45:00,1.3736478,1.5049255,0.0
2022-01-23 11:00:00,0.0,1.8307905,0.053003921
2022-01-23 11:15:00,1.6463451,1.8163842,0.0
2022-01-23 11:30:00,1.2467162,2.2069369,0.0
2022-01-23 11:45:00,1.297733,2.50248,0.0
2022-01-23 12:00:00,0.0,2.8100658,6.7986097
2022-01-23 12:15:00,0.0,1.0202552,0.0
2022-01-23 12:30:00,2.4490899,1.02,0.0
2022-01-23 12:45:00,2.4522934,1.6014038,0.0
2022-01-23 13:00:00,2.122094,2.1834229,0.0
2022-01-23 13:15:00,2.7004444,2.6868742,0.0
2022-01-23 13:30:00,2.6827876,3.3275578,0.0
2022-01-23 13:45:00,2.8540441,3.9638876,0.0
2022-01-23 14:00:00,2.6912626,4.6407318,0.0
2022-01-23 14:15:00,2.4940728,5.278746,0.0
2022-01-23 14:30:00,1.4767533,5.8697681,0.0
2022-01-23 14:45:00,1.2958786,6.219029,0.0
2022-01-23 15:00:00,0.0,6.5252449,0.062304403
2022-01-23 15:15:00,0.0,6.5072171,0.80588009
2022-01-23 15:30:00,0.57202076,6.2935159,0.0
2022-01-23 15:45:00,0.0,6.4277969,1.0154403
2022-01-23 16:00:00,0.0,6.1589682,0.86708353
2022-01-23 16:15:00,0.0,5.929248,1.473342
2022-01-23 16:30:00,0.0,5.5400436,0.9919602
2022-01-23 16:45:00,0.0,5.2776159,0.85106667
2022-01-23 17:00:00,0.0,5.0523311,0.7252
2022-01-23 17:15:00,0.0,4.8602254,0.98966667
2022-01-23 17:30:00,0.0,4.5985713,1.4115333
2022-01-23 17:45:00,0.0,4.2259651,0.62573333
2022-01-23 18:00:00,0.0,4.0602415,0.9176
2022-01-23 18:15:00,0.0,3.8177524,10.0
2022-01-23 18:30:00,0.0,1.1852187,0.57006454
2022-01-23 18:45:00,0.0,1.0349053,0.0
2022-01-23 19:00:00,0.0,1.0346464,0.0
2022-01-23 19:15:00,0.0,1.0343877,0.0
2022-01-23 19:30:00,0.0,1.034129,0.0
2022-01-23 19:45:00,0.0,1.0338704,0.0
2022-01-23 20:00:00,0.0,1.0336118,0.0
2022-01-23 20:15:00,0.0,1.0333533,0.0
2022-01-23 20:30:00,0.0,1.0330949,0.0
2022-01-23 20:45:00,0.0,1.0328365,0.0
2022-01-23 21:00:00,0.0,1.0325782,0.0
2022-01-23 21:15:00,0.0,1.0323199,0.0
2022-01-23 21:30:00,0.0,1.0320618,0.0
2022-01-23 21:45:00,0.0,1.0318036,0.0
2022-01-23 22:00:00,0.0,1.0315456,0.0
2022-01-23 22:15:00,0.0,1.0312876,0.0
2022-01-23 22:30:00,0.0,1.0310297,0.0
2022-01-23 22:45:00,0.0,1.0307718,0.0
2022-01-23 23:00:00,0.0,1.0305141,0.0
2022-01-23 23:15:00,0.0,1.0302563,0.0
2022-01-23 23:30:00,0.0,1.0299987,0.0
2022-01-23 23:45:00,0.0,1.0297411,0.0
2022-01-24 00:00:00,0.0,1.0294835,0.0
2022-01-24 00:15:00,0.0,1.0292261,0.0
2022-01-24 00:30:00,0.0,1.0289687,0.0
2022-01-24 00:45:00,0.0,1.0287113,0.0
2022-01-24 01:00:00,0.0,1.0284541,0.0
2022-01-24 01:15:00,0.0,1.0281968,0.0
2022-01-24 01:30:00,0.0,1.0279397,0.0
2022-01-24 01:45:00,0.0,1.0276826,0.0
2022-01-24 02:00:00,0.0,1.0274256,0.0
2022-01-24 02:15:00,0.0,1.0271686,0.0
2022-01-24 02:30:00,0.0,1.0269118,0.0
2022-01-24 02:45:00,0.0,1.0266549,0.0
2022-01-24 03:00:00,0.0,1.0263982,0.0
2022-01-24 03:15:00,0.0,1.0261415,0.0
2022-01-24 03:30:00,0.0,1.0258848,0.0
2022-01-24 03:45:00,0.0,1.0256283,0.0
2022-01-24 04:00:00,0.0,1.0253718,0.0
2022-01-24 04:15:00,0.0,1.0251153,0.0
2022-01-24 04:30:00,0.0,1.024859,0.0
2022-01-24 04:45:00,0.0,1.0246026,0.0
2022-01-24 05:00:00,0.0,1.0243464,0.0
2022-01-24 05:15:00,0.0,1.0240902,0.0
2022-01-24 05:30:00,0.0,1.0238341,0.0
2022-01-24 05:45:00,0.0,1.023578,0.0
2022-01-24 06:00:00,0.0,1.0233221,0.0
2022-01-24 06:15:00,0.0,1.0230661,0.0
2022-01-24 06:30:00,0.0,1.0228103,0.0
2022-01-24 06:45:00,0.0,1.0225545,0.0
2022-01-24 07:00:00,0.0,1.0222987,0.0
2022-01-24 07:15:00,0.0,1.0220431,0.0
2022-01-24 07:30:00,0.0,1.0217875,0.0
2022-01-24 07:45:00,0.0,1.0215319,0.0
2022-01-24 08:00:00,0.0,1.0212764,0.0
2022-01-24 08:15:00,0.0,1.021021,0.0
2022-01-24 08:30:00,0.0,1.0207657,0.0
2022-01-24 08:45:00,0.0,1.0205104,0.0
2022-01-24 09:00:00,0.0,1.0202552,0.0
2022-01-24 09:15:00,0.85811096,1.02,0.0
2022-01-24 09:30:00,0.0,1.2235463,0.77231297
2022-01-24 09:45:00,1.9112007,1.02,0.0
2022-01-24 10:00:00,1.6200365,1.4736551,0.0
2022-01-24 10:15:00,0.36166205,1.8580452,0.0
2022-01-24 10:30:00,0.0,1.9434752,3.5073589
2022-01-24 10:45:00,0.55791192,1.02,0.0
2022-01-24 11:00:00,0.0,1.152249,0.50048149
2022-01-24 11:15:00,0.0,1.0202552,0.0
2022-01-24 11:30:00,1.7946439,1.02,0.0
2022-01-24 11:45:00,0.0,1.4459728,1.6173226
2022-01-24 12:00:00,1.9724964,1.02,0.0
2022-01-24 12:15:00,0.0,1.4882128,1.7768247
2022-01-24 12:30:00,0.0,1.0202552,0.0
2022-01-24 12:45:00,3.4339203,1.02,0.0
2022-01-24 13:00:00,3.3260062,1.835301,0.0
2022-01-24 13:15:00,0.0,2.6247685,6.094656
2022-01-24 13:30:00,0.0,1.0202552,0.0
2022-01-24 13:45:00,2.9082041,1.02,0.0
2022-01-24 14:00:00,2.7824437,1.7104434,0.0
2022-01-24 14:15:00,0.0,2.370846,5.1309616
2022-01-24 14:30:00,2.2327218,1.02,0.0
2022-01-24 14:45:00,1.8814574,1.5500163,0.0
2022-01-24 15:00:00,0.0,1.9964748,3.7087069
2022-01-24 15:15:00,0.96808402,1.02,0.0
2022-01-24 15:30:00,0.66265491,1.2496649,0.0
2022-01-24 15:45:00,0.42778667,1.4067329,0.0
2022-01-24 16:00:00,0.087036348,1.5079804,0.0
2022-01-24 16:15:00,0.0,1.5282744,0.28606894
2022-01-24 16:30:00,0.0,1.4526109,0.24328926
2022-01-24 16:45:00,0.0,1.3882241,1.3353859
2022-01-24 17:00:00,0.0,1.0364596,0.0
2022-01-24 17:15:00,0.0,1.0362003,0.0
2022-01-24 17:30:00,0.0,1.0359412,0.0
2022-01-24 17:45:00,0.0,1.0356821,0.0
2022-01-24 18:00:00,0.0,1.0354231,0.0
2022-01-24 18:15:00,0.0,1.0351641,0.0
2022-01-24 18:30:00,0.0,1.0349053,0.0
2022-01-24 18:45:00,0.0,1.0346464,0.0
2022-01-24 19:00:00,0.0,1.0343877,0.0
2022-01-24 19:15:00,0.0,1.034129,0.0
2022-01-24 19:30:00,0.0,1.0338704,0.0
2022-01-24 19:45:00,0.0,1.0336118,0.0
2022-01-24 20:00:00,0.0,1.0333533,0.0
2022-01-24 20:15:00,0.0,1.0330949,0.0
2022-01-24 20:30:00,0.0,1.0328365,0.0
2022-01-24 20:45:00,0.0,1.0325782,0.0
2022-01-24 21:00:00,0.0,1.0323199,0.0
2022-01-24 21:15:00,0.0,1.0320618,0.0
2022-01-24 21:30:00,0.0,1.0318036,0.0
2022-01-24 21:45:00,0.0,1.0315456,0.0
2022-01-24 22:00:00,0.0,1.0312876,0.0
2022-01-24 22:15:00,0.0,1.0310297,0.0
2022-01-24 22:30:00,0.0,1.0307718,0.0
2022-01-24 22:45:00,0.0,1.0305141,0.0
2022-01-24 23:00:00,0.0,1.0302563,0.0
2022-01-24 23:15:00,0.0,1.0299987,0.0
2022-01-24 23:30:00,0.0,1.0297411,0.0
2022-01-24 23:45:00,0.0,1.0294835,0.0
2022-01-25 00:00:00,0.0,1.0292261,0.0
2022-01-25 00:15:00,0.0,1.0289687,0.0
2022-01-25 00:30:00,0.0,1.0287113,0.0
2022-01-25 00:45:00,0.0,1.0284541,0.0
2022-01-25 01:00:00,0.0,1.0281968,0.0
2022-01-25 01:15:00,0.0,1.0279397,0.0
2022-01-25 01:30:00,0.0,1.0276826,0.0
2022-01-25 01:45:00,0.0,1.0274256,0.0
2022-01-25 02:00:00,0.0,1.0271686,0.0
2022-01-25 02:15:00,0.0,1.0269118,0.0
2022-01-25 02:30:00,0.0,1.0266549,0.0
2022-01-25 02:45:00,0.0,1.0263982,0.0
2022-01-25 03:00:00,0.0,1.0261415,0.0
2022-01-25 03:15:00,0.0,1.0258848,0.0
2022-01-25 03:30:00,0.0,1.0256283,0.0
2022-01-25 03:45:00,0.0,1.0253718,0.0
2022-01-25 04:00:00,0.0,1.0251153,0.0
2022-01-25 04:15:00,0.0,1.024859,0.0
2022-01-25 04:30:00,0.0,1.0246026,0.0
2022-01-25 04:45:00,0.0,1.0243464,0.0
2022-01-25 05:00:00,0.0,1.0240902,0.0
2022-01-25 05:15:00,0.0,1.0238341,0.0
2022-01-25 05:30:00,0.0,1.023578,0.0
2022-01-25 05:45:00,0.0,1.0233221,0.0
2022-01-25 06:00:00,0.0,1.0230661,0.0
2022-01-25 06:15:00,0.0,1.0228103,0.0
2022-01-25 06:30:00,0.0,1.0225545,0.0
2022-01-25 06:45:00,0.0,1.0222987,0.0
2022-01-25 07:00:00,0.0,1.0220431,0.0
2022-01-25 07:15:00,0.0,1.0217875,0.0
2022-01-25 07:30:00,0.0,1.0215319,0.0
2022-01-25 07:45:00,0.0,1.0212764,0.0
2022-01-25 08:00:00,0.0,1.021021,0.0
2022-01-25 08:15:00,0.0,1.0207657,0.0
2022-01-25 08:30:00,0.0,1.0205104,0.0
2022-01-25 08:45:00,0.0,1.0202552,0.0
2022-01-25 09:00:00,1.0091671,1.02,0.0
2022-01-25 09:15:00,1.3015941,1.2594221,0.0
2022-01-25 09:30:00,1.6137026,1.5682357,0.0
2022-01-25 09:45:00,0.0,1.9510979,3.5363176
2022-01-25 10:00:00,2.3360707,1.02,0.0
2022-01-25 10:15:00,2.6113217,1.5745617,0.0
2022-01-25 10:30:00,2.8137275,2.1943568,0.0
2022-01-25 10:45:00,0.0,2.8620683,6.9971395
2022-01-25 11:00:00,3.1625302,1.02,0.0
2022-01-25 11:15:00,0.0,1.7708458,2.8476513
2022-01-25 11:30:00,0.0,1.021021,0.0
2022-01-25 11:45:00,0.0,1.0207657,0.0
2022-01-25 12:00:00,0.0,1.0205104,0.0
2022-01-25 12:15:00,0.0,1.0202552,0.0
2022-01-25 12:30:00,3.5589742,1.02,0.0
2022-01-25 12:45:00,0.0,1.8650013,3.2082629
2022-01-25 13:00:00,0.0,1.0202552,0.0
2022-01-25 13:15:00,2.3827596,1.02,0.0
2022-01-25 13:30:00,2.7091799,1.5856503,0.0
2022-01-25 13:45:00,2.8148582,2.228684,0.0
2022-01-25 14:00:00,0.0,2.8966554,7.1246579
2022-01-25 14:15:00,0.0,1.021021,0.0
2022-01-25 14:30:00,0.0,1.0207657,0.0
2022-01-25 14:45:00,0.0,1.0205104,0.0
2022-01-25 15:00:00,0.0,1.0202552,0.0
2022-01-25 15:15:00,1.18478,1.02,0.0
2022-01-25 15:30:00,0.80504294,1.3011301,0.0
2022-01-25 15:45:00,0.41540803,1.4920024,0.0
2022-01-25 16:00:00,0.064835191,1.5902887,0.0
2022-01-25 16:15:00,0.0,1.6052893,0.31521385
2022-01-25 16:30:00,0.0,1.5219369,0.34896021
2022-01-25 16:45:00,0.0,1.4297246,0.6038
2022-01-25 17:00:00,0.0,1.2704723,0.557
2022-01-25 17:15:00,0.0,1.1235756,0.33194296
2022-01-25 17:30:00,0.0,1.0359412,0.0
2022-01-25 17:45:00,0.0,1.0356821,0.0
2022-01-25 18:00:00,0.0,1.0354231,0.0
2022-01-25 18:15:00,0.0,1.0351641,0.0
2022-01-25 18:30:00,0.0,1.0349053,0.0
2022-01-25 18:45:00,0.0,1.0346464,0.0
2022-01-25 19:00:00,0.0,1.0343877,0.0
2022-01-25 19:15:00,0.0,1.034129,0.0
2022-01-25 19:30:00,0.0,1.0338704,0.0
2022-01-25 19:45:00,0.0,1.0336118,0.0
2022-01-25 20:00:00,0.0,1.0333533,0.0
2022-01-25 20:15:00,0.0,1.0330949,0.0
2022-01-25 20:30:00,0.0,1.0328365,0.0
2022-01-25 20:45:00,0.0,1.0325782,0.0
2022-01-25 21:00:00,0.0,1.0323199,0.0
2022-01-25 21:15:00,0.0,1.0320618,0.0
2022-01-25 21:30:00,0.0,1.0318036,0.0
2022-01-25 21:45:00,0.0,1.0315456,0.0
2022-01-25 22:00:00,0.0,1.0312876,0.0
2022-01-25 22:15:00,0.0,1.0310297,0.0
2022-01-25 22:30:00,0.0,1.0307718,0.0
2022-01-25 22:45:00,0.0,1.0305141,0.0
2022-01-25 23:00:00,0.0,1.0302563,0.0
2022-01-25 23:15:00,0.0,1.0299987,0.0
2022-01-25 23:30:00,0.0,1.0297411,0.0
2022-01-25 23:45:00,0.0,1.0294835,0.0
2022-01-26 00:00:00,0.0,1.0292261,0.0
2022-01-26 00:15:00,0.0,1.0289687,0.0
2022-01-26 00:30:00,0.0,1.0287113,0.0
2022-01-26 00:45:00,0.0,1.0284541,0.0
2022-01-26 01:00:00,0.0,1.0281968,0.0
2022-01-26 01:15:00,0.0,1.0279397,0.0
2022-01-26 01:30:00,0.0,1.0276826,0.0
2022-01-26 01:45:00,0.0,1.0274256,0.0
2022-01-26 02:00:00,0.0,1.0271686,0.0
2022-01-26 02:15:00,0.0,1.0269118,0.0
2022-01-26 02:30:00,0.0,1.0266549,0.0
2022-01-26 02:45:00,0.0,1.0263982,0.0
2022-01-26 03:00:00,0.0,1.0261415,0.0
2022-01-26 03:15:00,0.0,1.0258848,0.0
2022-01-26 03:30:00,0.0,1.0256283,0.0
2022-01-26 03:45:00,0.0,1.0253718,0.0
2022-01-26 04:00:00,0.0,1.0251153,0.0
2022-01-26 04:15:00,0.0,1.024859,0.0
2022-01-26 04:30:00,0.0,1.0246026,0.0
2022-01-26 04:45:00,0.0,1.0243464,0.0
2022-01-26 05:00:00,0.0,1.0240902,0.0
2022-01-26 05:15:00,0.0,1.0238341,0.0
2022-01-26 05:30:00,0.0,1.023578,0.0
2022-01-26 05:45:00,0.0,1.0233221,0.0
2022-01-26 06:00:00,0.0,1.0230661,0.0
2022-01-26 06:15:00,0.0,1.0228103,0.0
2022-01-26 06:30:00,0.0,1.0225545,0.0
2022-01-26 06:45:00,0.0,1.0222987,0.0
2022-01-26 07:00:00,0.0,1.0220431,0.0
2022-01-26 07:15:00,0.0,1.0217875,0.0
2022-01-26 07:30:00,0.0,1.0215319,0.0
2022-01-26 07:45:00,0.0,1.0212764,0.0
2022-01-26 08:00:00,0.0,1.021021,0.0
2022-01-26 08:15:00,0.0,1.0207657,0.0
2022-01-26 08:30:00,0.0,1.0205104,0.0
2022-01-26 08:45:00,0.0,1.0202552,0.0
2022-01-26 09:00:00,0.0010740871,1.02,0.0
2022-01-26 09:15:00,0.0010740871,1.02,0.0
2022-01-26 09:30:00,0.0010740871,1.02,0.0
2022-01-26 09:45:00,0.0010740871,1.02,0.0
2022-01-26 10:00:00,0.0010740871,1.02,0.0
2022-01-26 10:15:00,0.0010740871,1.02,0.0
2022-01-26 10:30:00,0.0010740871,1.02,0.0
2022-01-26 10:45:00,0.0010740871,1.02,0.0
2022-01-26 11:00:00,0.0010740871,1.02,0.0
2022-01-26 11:15:00,0.0010740871,1.02,0.0
2022-01-26 11:30:00,0.0010740871,1.02,0.0
2022-01-26 11:45:00,0.0010740871,1.02,0.0
2022-01-26 12:00:00,2.8125289,1.02,0.0
2022-01-26 12:15:00,3.4315994,1.6877205,0.0
2022-01-26 12:30:00,3.4880004,2.5023033,0.0
2022-01-26 12:45:00,3.4813501,3.3300776,0.0
2022-01-26 13:00:00,3.3995779,4.1560654,0.0
2022-01-26 13:15:00,2.5751912,4.9624257,0.0
2022-01-26 13:30:00,2.4226661,5.5727926,0.0
2022-01-26 13:45:00,2.5130363,6.146782,0.0
2022-01-26 14:00:00,2.4870106,6.7420909,0.0
2022-01-26 14:15:00,2.4704925,7.3310698,0.0
2022-01-26 14:30:00,2.24924,7.9159783,0.0
2022-01-26 14:45:00,2.0998236,8.448193,0.0
2022-01-26 15:00:00,1.8181378,8.9447883,0.0
2022-01-26 15:15:00,1.4830858,9.374359,0.0
2022-01-26 15:30:00,1.1471792,9.7242474,0.0
2022-01-26 15:45:00,0.68444702,9.9942705,0.0
2022-01-26 16:00:00,0.20299962,10.154327,0.0
2022-01-26 16:15:00,0.0,10.2,0.19801161
2022-01-26 16:30:00,0.0,10.145341,0.90924436
2022-01-26 16:45:00,0.0,9.9035286,10.0
2022-01-26 17:00:00,0.0,7.2694728,10.0
2022-01-26 17:15:00,0.0,4.6360758,10.0
2022-01-26 17:30:00,0.0,2.0033374,3.6732171
2022-01-26 17:45:00,0.0,1.0362003,0.0
2022-01-26 18:00:00,0.0,1.0359412,0.0
2022-01-26 18:15:00,0.0,1.0356821,0.0
2022-01-26 18:30:00,0.0,1.0354231,0.0
2022-01-26 18:45:00,0.0,1.0351641,0.0
2022-01-26 19:00:00,0.0,1.0349053,0.0
2022-01-26 19:15:00,0.0,1.0346464,0.0
2022-01-26 19:30:00,0.0,1.0343877,0.0
2022-01-26 19:45:00,0.0,1.034129,0.0
2022-01-26 20:00:00,0.0,1.0338704,0.0
2022-01-26 20:15:00,0.0,1.0336118,0.0
2022-01-26 20:30:00,0.0,1.0333533,0.0
2022-01-26 20:45:00,0.0,1.0330949,0.0
2022-01-26 21:00:00,0.0,1.0328365,0.0
2022-01-26 21:15:00,0.0,1.0325782,0.0
2022-01-26 21:30:00,0.0,1.0323199,0.0
2022-01-26 21:45:00,0.0,1.0320618,0.0
2022-01-26 22:00:00,0.0,1.0318036,0.0
2022-01-26 22:15:00,0.0,1.0315456,0.0
2022-01-26 22:30:00,0.0,1.0312876,0.0
2022-01-26 22:45:00,0.0,1.0310297,0.0
2022-01-26 23:00:00,0.0,1.0307718,0.0
2022-01-26 23:15:00,0.0,1.0305141,0.0
2022-01-26 23:30:00,0.0,1.0302563,0.0
2022-01-26 23:45:00,0.0,1.0299987,0.0
2022-01-27 00:00:00,0.0,1.0297411,0.0
2022-01-27 00:15:00,0.0,1.0294835,0.0
2022-01-27 00:30:00,0.0,1.0292261,0.0
2022-01-27 00:45:00,0.0,1.0289687,0.0
2022-01-27 01:00:00,0.0,1.0287113,0.0
2022-01-27 01:15:00,0.0,1.0284541,0.0
2022-01-27 01:30:00,0.0,1.0281968,0.0
2022-01-27 01:45:00,0.0,1.0279397,0.0
2022-01-27 02:00:00,0.0,1.0276826,0.0
2022-01-27 02:15:00,0.0,1.0274256,0.0
2022-01-27 02:30:00,0.0,1.0271686,0.0
2022-01-27 02:45:00,0.0,1.0269118,0.0
2022-01-27 03:00:00,0.0,1.0266549,0.0
2022-01-27 03:15:00,0.0,1.0263982,0.0
2022-01-27 03:30:00,0.0,1.0261415,0.0
2022-01-27 03:45:00,0.0,1.0258848,0.0
2022-01-27 04:00:00,0.0,1.0256283,0.0
2022-01-27 04:15:00,0.0,1.0253718,0.0
2022-01-27 04:30:00,0.0,1.0251153,0.0
2022-01-27 04:45:00,0.0,1.024859,0.0
2022-01-27 05:00:00,0.0,1.0246026,0.0
2022-01-27 05:15:00,0.0,1.0243464,0.0
2022-01-27 05:30:00,0.0,1.0240902,0.0
2022-01-27 05:45:00,0.0,1.0238341,0.0
2022-01-27 06:00:00,0.0,1.023578,0.0
2022-01-27 06:15:00,0.0,1.0233221,0.0
2022-01-27 06:30:00,0.0,1.0230661,0.0
2022-01-27 06:45:00,0.0,1.0228103,0.0
2022-01-27 07:00:00,0.0,1.0225545,0.0
2022-01-27 07:15:00,0.0,1.0222987,0.0
2022-01-27 07:30:00,0.0,1.0220431,0.0
2022-01-27 07:45:00,0.0,1.0217875,0.0
2022-01-27 08:00:00,0.0,1.0215319,0.0
2022-01-27 08:15:00,0.0,1.0212764,0.0
2022-01-27 08:30:00,0.0,1.021021,0.0
2022-01-27 08:45:00,0.0,1.0207657,0.0
2022-01-27 09:00:00,0.0,1.0205104,0.0
2022-01-27 09:15:00,0.0,1.0202552,0.0
2022-01-27 09:30:00,1.615863,1.02,0.0
2022-01-27 09:45:00,0.0,1.4035124,1.4550435
2022-01-27 10:00:00,0.0,1.0202552,0.0
2022-01-27 10:15:00,1.1128481,1.02,0.0
2022-01-27 10:30:00,1.5092055,1.2840463,0.0
2022-01-27 10:45:00,2.1098677,1.6421615,0.0
2022-01-27 11:00:00,2.9079245,2.1428444,0.0
2022-01-27 11:15:00,3.2026561,2.8329405,0.0
2022-01-27 11:30:00,3.3472125,3.5928629,0.0
2022-01-27 11:45:00,0.0,4.3869273,7.6135038
2022-01-27 12:00:00,2.8480419,2.3822765,0.0
2022-01-27 12:15:00,0.0,3.0580907,7.7418382
2022-01-27 12:30:00,1.626015,1.02,0.0
2022-01-27 12:45:00,0.0,1.4059235,1.4651731
2022-01-27 13:00:00,1.9494349,1.02,0.0
2022-01-27 13:15:00,1.3583144,1.4827357,0.0
2022-01-27 13:30:00,0.0,1.8049646,2.9782404
2022-01-27 13:45:00,0.0,1.0207657,0.0
2022-01-27 14:00:00,0.0,1.0205104,0.0
2022-01-27 14:15:00,0.0,1.0202552,0.0
2022-01-27 14:30:00,2.3546439,1.02,0.0
2022-01-27 14:45:00,2.1121273,1.5789728,0.0
2022-01-27 15:00:00,0.69488098,2.0802082,0.0
2022-01-27 15:15:00,0.8584829,2.2447222,0.0
2022-01-27 15:30:00,0.76666234,2.4480504,0.0
2022-01-27 15:45:00,0.0,2.6295205,0.077266617
2022-01-27 16:00:00,0.0,2.6085296,0.52017826
2022-01-27 16:15:00,0.0,2.4709882,0.4612624
2022-01-27 16:30:00,0.0,2.3489853,0.43187691
2022-01-27 16:45:00,0.0,2.2347461,0.54113333
2022-01-27 17:00:00,0.0,2.0917837,4.0111979
2022-01-27 17:15:00,0.0,1.0356821,0.0
2022-01-27 17:30:00,0.0,1.0354231,0.0
2022-01-27 17:45:00,0.0,1.0351641,0.0
2022-01-27 18:00:00,0.0,1.0349053,0.0
2022-01-27 18:15:00,0.0,1.0346464,0.0
2022-01-27 18:30:00,0.0,1.0343877,0.0
2022-01-27 18:45:00,0.0,1.034129,0.0
2022-01-27 19:00:00,0.0,1.0338704,0.0
2022-01-27 19:15:00,0.0,1.0336118,0.0
2022-01-27 19:30:00,0.0,1.0333533,0.0
2022-01-27 19:45:00,0.0,1.0330949,0.0
2022-01-27 20:00:00,0.0,1.0328365,0.0
2022-01-27 20:15:00,0.0,1.0325782,0.0
2022-01-27 20:30:00,0.0,1.0323199,0.0
2022-01-27 20:45:00,0.0,1.0320618,0.0
2022-01-27 21:00:00,0.0,1.0318036,0.0
2022-01-27 21:15:00,0.0,1.0315456,0.0
2022-01-27 21:30:00,0.0,1.0312876,0.0
2022-01-27 21:45:00,0.0,1.0310297,0.0
2022-01-27 22:00:00,0.0,1.0307718,0.0
2022-01-27 22:15:00,0.0,1.0305141,0.0
2022-01-27 22:30:00,0.0,1.0302563,0.0
2022-01-27 22:45:00,0.0,1.0299987,0.0
2022-01-27 23:00:00,0.0,1.0297411,0.0
2022-01-27 23:15:00,0.0,1.0294835,0.0
2022-01-27 23:30:00,0.0,1.0292261,0.0
2022-01-27 23:45:00,0.0,1.0289687,0.0
2022-01-28 00:00:00,0.0,1.0287113,0.0
2022-01-28 00:15:00,0.0,1.0284541,0.0
