,Heimspeicher Laden [kW],Heimspeicher Ladezustand [kWh],Heimspeicher Entladen [kW]
2022-01-28 00:30:00,0.0,1.0281968,0.0
2022-01-28 00:45:00,0.0,1.0279397,0.0
2022-01-28 01:00:00,0.0,1.0276826,0.0
2022-01-28 01:15:00,0.0,1.0274256,0.0
2022-01-28 01:30:00,0.0,1.0271686,0.0
2022-01-28 01:45:00,0.0,1.0269118,0.0
2022-01-28 02:00:00,0.0,1.0266549,0.0
2022-01-28 02:15:00,0.0,1.0263982,0.0
2022-01-28 02:30:00,0.0,1.0261415,0.0
2022-01-28 02:45:00,0.0,1.0258848,0.0
2022-01-28 03:00:00,0.0,1.0256283,0.0
2022-01-28 03:15:00,0.0,1.0253718,0.0
2022-01-28 03:30:00,0.0,1.0251153,0.0
2022-01-28 03:45:00,0.0,1.024859,0.0
2022-01-28 04:00:00,0.0,1.0246026,0.0
2022-01-28 04:15:00,0.0,1.0243464,0.0
2022-01-28 04:30:00,0.0,1.0240902,0.0
2022-01-28 04:45:00,0.0,1.0238341,0.0
2022-01-28 05:00:00,0.0,1.023578,0.0
2022-01-28 05:15:00,0.0,1.0233221,0.0
2022-01-28 05:30:00,0.0,1.0230661,0.0
2022-01-28 05:45:00,0.0,1.0228103,0.0
2022-01-28 06:00:00,0.0,1.0225545,0.0
2022-01-28 06:15:00,0.0,1.0222987,0.0
2022-01-28 06:30:00,0.0,1.0220431,0.0
2022-01-28 06:45:00,0.0,1.0217875,0.0
2022-01-28 07:00:00,0.0,1.0215319,0.0
2022-01-28 07:15:00,0.0,1.0212764,0.0
2022-01-28 07:30:00,0.0,1.021021,0.0
2022-01-28 07:45:00,0.0,1.0207657,0.0
2022-01-28 08:00:00,0.0,1.0205104,0.0
2022-01-28 08:15:00,0.0,1.0202552,0.0
2022-01-28 08:30:00,0.064636782,1.02,0.0
2022-01-28 08:45:00,0.0,1.0350961,0.055412015
2022-01-28 09:00:00,0.0,1.0202552,0.0
2022-01-28 09:15:00,1.2687042,1.02,0.0
2022-01-28 09:30:00,1.6037393,1.3210622,0.0
2022-01-28 09:45:00,1.0605629,1.7016198,0.0
2022-01-28 10:00:00,1.8356116,1.953078,0.0
2022-01-28 10:15:00,0.0,2.3885473,5.1982097
2022-01-28 10:30:00,2.6505984,1.02,0.0
2022-01-28 10:45:00,2.7686311,1.649262,0.0
2022-01-28 11:00:00,0.0,2.3063994,4.886126
2022-01-28 11:15:00,2.0835561,1.02,0.0
2022-01-28 11:30:00,2.6961052,1.5145895,0.0
2022-01-28 11:45:00,3.2896671,2.1545357,0.0
2022-01-28 12:00:00,0.0,2.9352928,7.275323
2022-01-28 12:15:00,3.4515756,1.02,0.0
2022-01-28 12:30:00,0.0,1.8394941,3.1123294
2022-01-28 12:45:00,3.306809,1.02,0.0
2022-01-28 13:00:00,0.0,1.805112,2.9817102
2022-01-28 13:15:00,3.0248959,1.02,0.0
2022-01-28 13:30:00,3.0261771,1.7381577,0.0
2022-01-28 13:45:00,0.0,2.4564401,5.4551681
2022-01-28 14:00:00,0.0,1.0202552,0.0
2022-01-28 14:15:00,2.5590773,1.02,0.0
2022-01-28 14:30:00,1.5312503,1.6275258,0.0
2022-01-28 14:45:00,1.2845259,1.9907907,0.0
2022-01-28 15:00:00,1.1213498,2.2953677,0.0
2022-01-28 15:15:00,1.1225892,2.5611142,0.0
2022-01-28 15:30:00,0.90089586,2.8270886,0.0
2022-01-28 15:45:00,0.48817036,3.0403444,0.0
2022-01-28 16:00:00,0.0,3.1555245,4.686532
2022-01-28 16:15:00,0.0,1.9214374,3.0531214
2022-01-28 16:30:00,0.0,1.1175038,0.30592098
2022-01-28 16:45:00,0.0,1.0367188,0.0
2022-01-28 17:00:00,0.0,1.0364596,0.0
2022-01-28 17:15:00,0.0,1.0362003,0.0
2022-01-28 17:30:00,0.0,1.0359412,0.0
2022-01-28 17:45:00,0.0,1.0356821,0.0
2022-01-28 18:00:00,0.0,1.0354231,0.0
2022-01-28 18:15:00,0.0,1.0351641,0.0
2022-01-28 18:30:00,0.0,1.0349053,0.0
2022-01-28 18:45:00,0.0,1.0346464,0.0
2022-01-28 19:00:00,0.0,1.0343877,0.0
2022-01-28 19:15:00,0.0,1.034129,0.0
2022-01-28 19:30:00,0.0,1.0338704,0.0
2022-01-28 19:45:00,0.0,1.0336118,0.0
2022-01-28 20:00:00,0.0,1.0333533,0.0
2022-01-28 20:15:00,0.0,1.0330949,0.0
2022-01-28 20:30:00,0.0,1.0328365,0.0
2022-01-28 20:45:00,0.0,1.0325782,0.0
2022-01-28 21:00:00,0.0,1.0323199,0.0
2022-01-28 21:15:00,0.0,1.0320618,0.0
2022-01-28 21:30:00,0.0,1.0318036,0.0
2022-01-28 21:45:00,0.0,1.0315456,0.0
2022-01-28 22:00:00,0.0,1.0312876,0.0
2022-01-28 22:15:00,0.0,1.0310297,0.0
2022-01-28 22:30:00,0.0,1.0307718,0.0
2022-01-28 22:45:00,0.0,1.0305141,0.0
2022-01-28 23:00:00,0.0,1.0302563,0.0
2022-01-28 23:15:00,0.0,1.0299987,0.0
2022-01-28 23:30:00,0.0,1.0297411,0.0
2022-01-28 23:45:00,0.0,1.0294835,0.0
2022-01-29 00:00:00,0.0,1.0292261,0.0
2022-01-29 00:15:00,0.0,1.0289687,0.0
2022-01-29 00:30:00,0.0,1.0287113,0.0
2022-01-29 00:45:00,0.0,1.0284541,0.0
2022-01-29 01:00:00,0.0,1.0281968,0.0
2022-01-29 01:15:00,0.0,1.0279397,0.0
2022-01-29 01:30:00,0.0,1.0276826,0.0
2022-01-29 01:45:00,0.0,1.0274256,0.0
2022-01-29 02:00:00,0.0,1.0271686,0.0
2022-01-29 02:15:00,0.0,1.0269118,0.0
2022-01-29 02:30:00,0.0,1.0266549,0.0
2022-01-29 02:45:00,0.0,1.0263982,0.0
2022-01-29 03:00:00,0.0,1.0261415,0.0
2022-01-29 03:15:00,0.0,1.0258848,0.0
2022-01-29 03:30:00,0.0,1.0256283,0.0
2022-01-29 03:45:00,0.0,1.0253718,0.0
2022-01-29 04:00:00,0.0,1.0251153,0.0
2022-01-29 04:15:00,0.0,1.024859,0.0
2022-01-29 04:30:00,0.0,1.0246026,0.0
2022-01-29 04:45:00,0.0,1.0243464,0.0
2022-01-29 05:00:00,0.0,1.0240902,0.0
2022-01-29 05:15:00,0.0,1.0238341,0.0
2022-01-29 05:30:00,0.0,1.023578,0.0
2022-01-29 05:45:00,0.0,1.0233221,0.0
2022-01-29 06:00:00,0.0,1.0230661,0.0
2022-01-29 06:15:00,0.0,1.0228103,0.0
2022-01-29 06:30:00,0.0,1.0225545,0.0
2022-01-29 06:45:00,0.0,1.0222987,0.0
2022-01-29 07:00:00,0.0,1.0220431,0.0
2022-01-29 07:15:00,0.0,1.0217875,0.0
2022-01-29 07:30:00,0.0,1.0215319,0.0
2022-01-29 07:45:00,0.0,1.0212764,0.0
2022-01-29 08:00:00,0.0,1.021021,0.0
2022-01-29 08:15:00,0.0,1.0207657,0.0
2022-01-29 08:30:00,0.0,1.0205104,0.0
2022-01-29 08:45:00,0.0,1.0202552,0.0
2022-01-29 09:00:00,0.0010740871,1.02,0.0
2022-01-29 09:15:00,0.0010740871,1.02,0.0
2022-01-29 09:30:00,0.0010740871,1.02,0.0
2022-01-29 09:45:00,0.0010740871,1.02,0.0
2022-01-29 10:00:00,0.0010740871,1.02,0.0
2022-01-29 10:15:00,0.0010740871,1.02,0.0
2022-01-29 10:30:00,0.0010740871,1.02,0.0
2022-01-29 10:45:00,0.0010740871,1.02,0.0
2022-01-29 11:00:00,0.0010740871,1.02,0.0
2022-01-29 11:15:00,0.0010740871,1.02,0.0
2022-01-29 11:30:00,0.0010740871,1.02,0.0
2022-01-29 11:45:00,0.0010740871,1.02,0.0
2022-01-29 12:00:00,0.0010740871,1.02,0.0
2022-01-29 12:15:00,1.3399083,1.02,0.0
2022-01-29 12:30:00,3.2758112,1.3379731,0.0
2022-01-29 12:45:00,3.7620252,2.1156437,0.0
2022-01-29 13:00:00,3.6138579,3.0085955,0.0
2022-01-29 13:15:00,3.4865698,3.8661344,0.0
2022-01-29 13:30:00,3.4248021,4.6932278,0.0
2022-01-29 13:45:00,3.3038327,5.5054445,0.0
2022-01-29 14:00:00,3.0376292,6.2887279,0.0
2022-01-29 14:15:00,2.8591012,7.0085921,0.0
2022-01-29 14:30:00,2.6778911,7.6858758,0.0
2022-01-29 14:45:00,2.3788495,8.3199527,0.0
2022-01-29 15:00:00,2.0447717,8.8828487,0.0
2022-01-29 15:15:00,1.673826,9.3662605,0.0
2022-01-29 15:30:00,1.252621,9.7614517,0.0
2022-01-29 15:45:00,0.15246822,10.056508,0.0
2022-01-29 16:00:00,0.3112473,10.090204,0.0
2022-01-29 16:15:00,0.1723771,10.161602,0.0
2022-01-29 16:30:00,0.0,10.2,0.066749317
2022-01-29 16:45:00,0.0,10.179883,0.22473333
2022-01-29 17:00:00,0.0,10.118197,0.18913333
2022-01-29 17:15:00,0.0,10.065895,0.2286
2022-01-29 17:30:00,0.0,10.003219,0.41606667
2022-01-29 17:45:00,0.0,9.8912264,0.42746667
2022-01-29 18:00:00,0.0,9.7762615,10.0
2022-01-29 18:15:00,0.0,7.1422376,10.0
2022-01-29 18:30:00,0.0,4.5088724,10.0
2022-01-29 18:45:00,0.0,1.8761658,0.2056
2022-01-29 19:00:00,0.0,1.8215913,0.094266667
2022-01-29 19:15:00,0.0,1.7963287,0.0938
2022-01-29 19:30:00,0.0,1.7711953,0.15933333
2022-01-29 19:45:00,0.0,1.7288225,0.20533333
2022-01-29 20:00:00,0.0,1.674355,0.16113333
2022-01-29 20:15:00,0.0,1.6315328,0.16213333
2022-01-29 20:30:00,0.0,1.5884581,0.13393333
2022-01-29 20:45:00,0.0,1.5528152,0.12026667
2022-01-29 21:00:00,0.0,1.5207777,0.1036
2022-01-29 21:15:00,0.0,1.4931342,0.13886667
2022-01-29 21:30:00,0.0,1.4562169,0.195
2022-01-29 21:45:00,0.0,1.4045369,0.1072
2022-01-29 22:00:00,0.0,1.3759752,0.1234
2022-01-29 22:15:00,0.0,1.3431573,0.13946667
2022-01-29 22:30:00,0.0,1.3061197,0.14106667
2022-01-29 22:45:00,0.0,1.2686702,0.17666667
2022-01-29 23:00:00,0.0,1.2218617,0.17253333
2022-01-29 23:15:00,0.0,1.1761526,0.36613333
2022-01-29 23:30:00,0.0,1.0795076,0.18808687
2022-01-29 23:45:00,0.0,1.0297411,0.0
2022-01-30 00:00:00,0.0,1.0294835,0.0
2022-01-30 00:15:00,0.0,1.0292261,0.0
2022-01-30 00:30:00,0.0,1.0289687,0.0
2022-01-30 00:45:00,0.0,1.0287113,0.0
2022-01-30 01:00:00,0.0,1.0284541,0.0
2022-01-30 01:15:00,0.0,1.0281968,0.0
2022-01-30 01:30:00,0.0,1.0279397,0.0
2022-01-30 01:45:00,0.0,1.0276826,0.0
2022-01-30 02:00:00,0.0,1.0274256,0.0
2022-01-30 02:15:00,0.0,1.0271686,0.0
2022-01-30 02:30:00,0.0,1.0269118,0.0
2022-01-30 02:45:00,0.0,1.0266549,0.0
2022-01-30 03:00:00,0.0,1.0263982,0.0
2022-01-30 03:15:00,0.0,1.0261415,0.0
2022-01-30 03:30:00,0.0,1.0258848,0.0
2022-01-30 03:45:00,0.0,1.0256283,0.0
2022-01-30 04:00:00,0.0,1.0253718,0.0
2022-01-30 04:15:00,0.0,1.0251153,0.0
2022-01-30 04:30:00,0.0,1.024859,0.0
2022-01-30 04:45:00,0.0,1.0246026,0.0
2022-01-30 05:00:00,0.0,1.0243464,0.0
2022-01-30 05:15:00,0.0,1.0240902,0.0
2022-01-30 05:30:00,0.0,1.0238341,0.0
2022-01-30 05:45:00,0.0,1.023578,0.0
2022-01-30 06:00:00,0.0,1.0233221,0.0
2022-01-30 06:15:00,0.0,1.0230661,0.0
2022-01-30 06:30:00,0.0,1.0228103,0.0
2022-01-30 06:45:00,0.0,1.0225545,0.0
2022-01-30 07:00:00,0.0,1.0222987,0.0
2022-01-30 07:15:00,0.0,1.0220431,0.0
2022-01-30 07:30:00,0.0,1.0217875,0.0
2022-01-30 07:45:00,0.0,1.0215319,0.0
2022-01-30 08:00:00,0.0,1.0212764,0.0
2022-01-30 08:15:00,0.0,1.021021,0.0
2022-01-30 08:30:00,0.0,1.0207657,0.0
2022-01-30 08:45:00,0.0,1.0205104,0.0
2022-01-30 09:00:00,0.0,1.0202552,0.0
2022-01-30 09:15:00,1.4920594,1.02,0.0
2022-01-30 09:30:00,0.0,1.374109,1.3443083
2022-01-30 09:45:00,2.096066,1.02,0.0
2022-01-30 10:00:00,0.0,1.5175606,1.889288
2022-01-30 10:15:00,2.722472,1.02,0.0
2022-01-30 10:30:00,2.8780415,1.666332,0.0
2022-01-30 10:45:00,3.0798775,2.3494501,0.0
2022-01-30 11:00:00,0.0,3.0803334,7.6686104
2022-01-30 11:15:00,0.0,1.0615077,0.1557508
2022-01-30 11:30:00,0.0,1.0202552,0.0
2022-01-30 11:45:00,3.7016129,1.02,0.0
2022-01-30 12:00:00,0.0,1.898878,3.3359922
2022-01-30 12:15:00,0.0,1.0205104,0.0
2022-01-30 12:30:00,0.0,1.0202552,0.0
2022-01-30 12:45:00,3.6989015,1.02,0.0
2022-01-30 13:00:00,0.0,1.898234,3.3335458
2022-01-30 13:15:00,0.0,1.0205104,0.0
2022-01-30 13:30:00,0.0,1.0202552,0.0
2022-01-30 13:45:00,3.1796312,1.02,0.0
2022-01-30 14:00:00,3.026492,1.7749073,0.0
2022-01-30 14:15:00,2.5657692,2.4932553,0.0
2022-01-30 14:30:00,1.9709998,3.1020019,0.0
2022-01-30 14:45:00,2.3367307,3.5693386,0.0
2022-01-30 15:00:00,2.0442431,4.1234195,0.0
2022-01-30 15:15:00,1.7260846,4.607896,0.0
2022-01-30 15:30:00,1.3511836,5.0166886,0.0
2022-01-30 15:45:00,0.96734426,5.3363401,0.0
2022-01-30 16:00:00,0.58727898,5.5647498,0.0
2022-01-30 16:15:00,0.0,5.7028368,10.0
2022-01-30 16:30:00,0.0,3.0698316,0.69629856
2022-01-30 16:45:00,0.0,2.8858274,1.9155336
2022-01-30 17:00:00,0.0,2.3810179,0.61093333
2022-01-30 17:15:00,0.0,2.2196505,0.42526667
2022-01-30 17:30:00,0.0,2.1071831,0.36253333
2022-01-30 17:45:00,0.0,2.0112526,0.3554
2022-01-30 18:00:00,0.0,1.9172233,0.4312
2022-01-30 18:15:00,0.0,1.8032701,0.51653333
2022-01-30 18:30:00,0.0,1.6668893,0.41993333
2022-01-30 18:45:00,0.0,1.5559636,0.39706667
2022-01-30 19:00:00,0.0,1.4510833,0.46473333
2022-01-30 19:15:00,0.0,1.3284221,0.48233333
2022-01-30 19:30:00,0.0,1.2011601,0.51186667
2022-01-30 19:45:00,0.0,1.0661579,0.11971367
2022-01-30 20:00:00,0.0,1.0343877,0.0
2022-01-30 20:15:00,0.0,1.034129,0.0
2022-01-30 20:30:00,0.0,1.0338704,0.0
2022-01-30 20:45:00,0.0,1.0336118,0.0
2022-01-30 21:00:00,0.0,1.0333533,0.0
2022-01-30 21:15:00,0.0,1.0330949,0.0
2022-01-30 21:30:00,0.0,1.0328365,0.0
2022-01-30 21:45:00,0.0,1.0325782,0.0
2022-01-30 22:00:00,0.0,1.0323199,0.0
2022-01-30 22:15:00,0.0,1.0320618,0.0
2022-01-30 22:30:00,0.0,1.0318036,0.0
2022-01-30 22:45:00,0.0,1.0315456,0.0
2022-01-30 23:00:00,0.0,1.0312876,0.0
2022-01-30 23:15:00,0.0,1.0310297,0.0
2022-01-30 23:30:00,0.0,1.0307718,0.0
2022-01-30 23:45:00,0.0,1.0305141,0.0
2022-01-31 00:00:00,0.0,1.0302563,0.0
2022-01-31 00:15:00,0.0,1.0299987,0.0
2022-01-31 00:30:00,0.0,1.0297411,0.0
2022-01-31 00:45:00,0.0,1.0294835,0.0
2022-01-31 01:00:00,0.0,1.0292261,0.0
2022-01-31 01:15:00,0.0,1.0289687,0.0
2022-01-31 01:30:00,0.0,1.0287113,0.0
2022-01-31 01:45:00,0.0,1.0284541,0.0
2022-01-31 02:00:00,0.0,1.0281968,0.0
2022-01-31 02:15:00,0.0,1.0279397,0.0
2022-01-31 02:30:00,0.0,1.0276826,0.0
2022-01-31 02:45:00,0.0,1.0274256,0.0
2022-01-31 03:00:00,0.0,1.0271686,0.0
2022-01-31 03:15:00,0.0,1.0269118,0.0
2022-01-31 03:30:00,0.0,1.0266549,0.0
2022-01-31 03:45:00,0.0,1.0263982,0.0
2022-01-31 04:00:00,0.0,1.0261415,0.0
2022-01-31 04:15:00,0.0,1.0258848,0.0
2022-01-31 04:30:00,0.0,1.0256283,0.0
2022-01-31 04:45:00,0.0,1.0253718,0.0
2022-01-31 05:00:00,0.0,1.0251153,0.0
2022-01-31 05:15:00,0.0,1.024859,0.0
2022-01-31 05:30:00,0.0,1.0246026,0.0
2022-01-31 05:45:00,0.0,1.0243464,0.0
2022-01-31 06:00:00,0.0,1.0240902,0.0
2022-01-31 06:15:00,0.0,1.0238341,0.0
2022-01-31 06:30:00,0.0,1.023578,0.0
2022-01-31 06:45:00,0.0,1.0233221,0.0
2022-01-31 07:00:00,0.0,1.0230661,0.0
2022-01-31 07:15:00,0.0,1.0228103,0.0
2022-01-31 07:30:00,0.0,1.0225545,0.0
2022-01-31 07:45:00,0.0,1.0222987,0.0
2022-01-31 08:00:00,0.0,1.0220431,0.0
2022-01-31 08:15:00,0.0,1.0217875,0.0
2022-01-31 08:30:00,0.0,1.0215319,0.0
2022-01-31 08:45:00,0.0,1.0212764,0.0
2022-01-31 09:00:00,0.0,1.021021,0.0
2022-01-31 09:15:00,0.0,1.0207657,0.0
2022-01-31 09:30:00,0.0,1.0205104,0.0
2022-01-31 09:45:00,0.0,1.0202552,0.0
2022-01-31 10:00:00,0.0010740871,1.02,0.0
2022-01-31 10:15:00,0.0010740871,1.02,0.0
2022-01-31 10:30:00,0.0010740871,1.02,0.0
2022-01-31 10:45:00,0.0010740871,1.02,0.0
2022-01-31 11:00:00,0.0010740871,1.02,0.0
2022-01-31 11:15:00,0.0010740871,1.02,0.0
2022-01-31 11:30:00,0.0010740871,1.02,0.0
2022-01-31 11:45:00,0.0010740871,1.02,0.0
2022-01-31 12:00:00,0.0010740871,1.02,0.0
2022-01-31 12:15:00,0.48180631,1.02,0.0
2022-01-31 12:30:00,3.793507,1.1341739,0.0
2022-01-31 12:45:00,3.8125407,2.0348482,0.0
2022-01-31 13:00:00,3.7956595,2.9398177,0.0
2022-01-31 13:15:00,3.6395367,3.8405516,0.0
2022-01-31 13:30:00,3.5314335,4.7039811,0.0
2022-01-31 13:45:00,3.3343225,5.5415201,0.0
2022-01-31 14:00:00,3.1222091,6.3320358,0.0
2022-01-31 14:15:00,2.9552505,7.0719768,0.0
2022-01-31 14:30:00,2.7582786,7.7720802,0.0
2022-01-31 14:45:00,2.4914704,8.4252276,0.0
2022-01-31 15:00:00,2.1209963,9.0148447,0.0
2022-01-31 15:15:00,1.5831257,9.5163268,0.0
2022-01-31 15:30:00,1.3159338,9.8899391,0.0
2022-01-31 15:45:00,0.0,10.2,10.0
2022-01-31 16:00:00,0.0,7.5658701,0.024440353
2022-01-31 16:15:00,0.18322757,7.5575462,0.0
2022-01-31 16:30:00,0.0,7.5991727,0.57033992
2022-01-31 16:45:00,0.0,7.4471827,0.90460473
2022-01-31 17:00:00,0.0,7.2072664,0.7906
2022-01-31 17:15:00,0.0,6.9974112,0.6984
2022-01-31 17:30:00,0.0,6.8118718,0.74046667
2022-01-31 17:45:00,0.0,6.6153085,0.52213333
2022-01-31 18:00:00,0.0,6.4762506,0.71553333
2022-01-31 18:15:00,0.0,6.2863326,0.643
2022-01-31 18:30:00,0.0,6.1155499,0.71553333
2022-01-31 18:45:00,0.0,5.9257222,3.1790667
2022-01-31 19:00:00,0.0,5.0876438,2.9185333
2022-01-31 19:15:00,0.0,4.3183363,0.99813333
2022-01-31 19:30:00,0.0,4.0545896,0.59846667
2022-01-31 19:45:00,0.0,3.8960844,0.66813333
2022-01-31 20:00:00,0.0,3.7192854,10.0
2022-01-31 20:15:00,0.0,1.0867763,0.23912054
2022-01-31 20:30:00,0.0,1.023578,0.0
2022-01-31 20:45:00,0.0,1.0233221,0.0
2022-01-31 21:00:00,0.0,1.0230661,0.0
2022-01-31 21:15:00,0.0,1.0228103,0.0
2022-01-31 21:30:00,0.0,1.0225545,0.0
2022-01-31 21:45:00,0.0,1.0222987,0.0
2022-01-31 22:00:00,0.0,1.0220431,0.0
2022-01-31 22:15:00,0.0,1.0217875,0.0
2022-01-31 22:30:00,0.0,1.0215319,0.0
2022-01-31 22:45:00,0.0,1.0212764,0.0
2022-01-31 23:00:00,0.0,1.021021,0.0
2022-01-31 23:15:00,0.0,1.0207657,0.0
2022-01-31 23:30:00,0.0,1.0205104,0.0
2022-01-31 23:45:00,0.0,1.0202552,0.0
2022-02-01 00:00:00,,1.02,
