,Haushaltslast [kW],PV-Erzeugung [kW],Netzbezug [kW],Netzeinspeisung [kW],V2G Entladung ins Haus [kW],Heimspeicher Laden [kW],Heimspeicher Entladen [kW],Heimspeicher Ladezustand [kWh],BEV Laden [kW],BEV Entladen [kW],BEV Fahrverbrauch [kW],BEV V2G Entladung (vor Wandlung) [kW],BEV Ladezustand [kWh]
2022-01-07 08:00:00,0.2099333333333333,0.0,0.20993333,0.0,0.0,0.0,0.0,1.021021,0.0,0.0,0.0,0.0,15.4
2022-01-07 08:15:00,0.2209333333333333,0.0,6.4650445,0.0,0.0,0.0,0.0,1.0207657,6.2441111,0.0,0.0,0.0,15.4
2022-01-07 08:30:00,0.2436666666666666,0.0774869531730397,0.0,0.0,11.0,0.0,0.0,1.0205104,0.0,1.3884019,0.0,12.222222,16.961028
2022-01-07 08:45:00,0.2807333333333333,0.3139130246492112,0.0,0.0,0.0,0.0,0.0,1.0202552,0.033179691,0.0,0.0,0.0,16.613927
2022-01-07 09:00:00,0.2634666666666666,0.6573529616368954,0.0,0.0,11.0,0.39388629,0.0,1.02,0.0,1.2222222,0.0,12.222222,16.622222
2022-01-07 09:15:00,0.2448666666666666,1.0286831628434523,0.0,0.0,11.0,0.7838165,0.0,1.1132929,0.0,1.2222222,0.0,12.222222,16.316667
2022-01-07 09:30:00,0.176,1.3888356312213828,0.0,0.0,11.0,1.2128356,0.0,1.2991709,0.0,1.2222222,0.0,12.222222,16.011111
2022-01-07 09:45:00,0.2307333333333333,1.722861847176444,0.0,0.0,11.0,1.4921285,0.0,1.5868944,0.0,1.2222222,0.0,12.222222,15.705556
2022-01-07 10:00:00,0.1877333333333333,2.025664467397692,5.6645767,0.0,0.0,0.0,3.4974922,1.9408781,11.0,0.0,0.0,0.0,15.4
2022-01-07 10:15:00,0.1707333333333333,2.2957812766886447,0.0,0.0,11.0,2.1250479,0.0,1.02,0.0,1.2222222,0.0,12.222222,18.15
2022-01-07 10:30:00,0.2022666666666666,2.5330005748240705,0.0,0.0,0.0,0.0,1.914468,1.5244438,4.2452019,0.0,0.0,0.0,17.844444
2022-01-07 10:45:00,0.212,2.737479322113892,0.0,0.0,0.0,0.0,0.0,1.0202552,2.5254793,0.0,0.0,0.0,18.905745
2022-01-07 11:00:00,0.2282666666666666,2.909431589575846,0.0,0.0,11.0,2.6811649,0.0,1.02,0.0,1.2222222,0.0,12.222222,19.537115
2022-01-07 11:15:00,0.2104666666666666,3.049031983832612,0.0,0.0,11.0,2.8385653,0.0,1.6565216,0.0,1.2222222,0.0,12.222222,19.231559
2022-01-07 11:30:00,0.3157333333333333,3.1563982380042668,0.0,0.0,0.0,0.0,4.9767983,2.3302666,7.8174632,0.0,0.0,0.0,18.926004
2022-01-07 11:45:00,1.0960666666666663,3.2316002680131155,0.0,0.0,11.0,2.1355336,0.0,1.02,0.0,1.2222222,0.0,12.222222,20.880369
2022-01-07 12:00:00,0.3148666666666667,3.274675046622429,0.0,0.0,11.0,2.9598084,0.0,1.5269341,0.0,1.2222222,0.0,12.222222,20.574814
2022-01-07 12:15:00,0.3251333333333333,3.285639503021584,0.0,0.0,0.0,0.0,4.5940068,2.2295067,7.554513,0.0,0.0,0.0,20.269258
2022-01-07 12:30:00,0.2768,3.264498538871689,0.0,0.0,11.0,2.9876985,0.0,1.02,0.0,1.2222222,0.0,12.222222,22.157887
2022-01-07 12:45:00,0.3242666666666666,3.211247168800198,0.0,0.0,11.0,2.8869805,0.0,1.7293233,0.0,1.2222222,0.0,12.222222,21.852331
2022-01-07 13:00:00,0.3138,3.1258666623907705,0.0,0.0,11.0,2.8120667,0.0,2.4145487,0.0,1.2222222,0.0,12.222222,21.546775
2022-01-07 13:15:00,0.6297333333333334,3.0083150076272127,0.0,0.0,11.0,2.3785817,0.0,3.0818107,0.0,1.2222222,0.0,12.222222,21.24122
2022-01-07 13:30:00,2.5485333333333333,2.858513134154109,0.0,0.0,11.0,0.3099798,0.0,3.6459531,0.0,1.2222222,0.0,12.222222,20.935664
2022-01-07 13:45:00,1.5238666666666665,2.6763309115511764,0.0,0.0,0.0,0.0,9.8475358,3.7186614,11.0,0.0,0.0,0.0,20.630109
2022-01-07 14:00:00,1.177,2.461583509515774,0.0,0.0,0.0,0.0,0.40180366,1.1262746,1.6863872,0.0,0.0,0.0,23.380109
2022-01-07 14:15:00,0.5774,2.214065825162055,0.0,0.0,0.0,0.0,0.0,1.0202552,1.6366658,0.0,0.0,0.0,23.801706
2022-01-07 14:30:00,0.6796666666666666,1.933695681956316,0.0,0.0,11.0,1.254029,0.0,1.02,0.0,1.2222222,0.0,12.222222,24.210872
2022-01-07 14:45:00,0.6611333333333334,1.620948581785522,0.0,0.0,11.0,0.95981525,0.0,1.3175768,0.0,1.2222222,0.0,12.222222,23.905317
2022-01-07 15:00:00,0.4410666666666666,1.278063558543802,0.0,0.0,0.0,0.0,1.9943044,1.5452034,2.8313013,0.0,0.0,0.0,23.599761
2022-01-07 15:15:00,0.7093333333333334,0.9122708994753768,0.0,0.0,11.0,0.20293757,0.0,1.02,0.0,1.2222222,0.0,12.222222,24.307586
2022-01-07 15:30:00,0.6471333333333333,0.5440174999693318,0.0,0.0,0.0,0.0,0.11369182,1.0679426,0.010575989,0.0,0.0,0.0,24.002031
2022-01-07 15:45:00,0.5504,0.2240211117643635,0.0,0.0,11.0,0.0,0.0,1.0377566,0.0,1.5486011,0.0,12.222222,24.004675
2022-01-07 16:00:00,0.5203333333333334,0.0386258325937269,0.0,0.0,11.0,0.0,0.0,1.0374971,0.0,1.7039297,0.0,12.222222,23.617524
2022-01-07 16:15:00,0.6702,0.0,0.0,0.0,11.0,0.0,0.0,1.0372376,0.0,1.8924222,0.0,12.222222,23.191542
2022-01-07 16:30:00,1.3332666666666666,0.0,1.3332667,0.0,0.0,0.0,0.0,1.0369782,0.0,0.0,0.0,0.0,22.718436
2022-01-07 16:45:00,2.2126666666666663,0.0,0.0,0.0,11.0,0.0,0.0,1.0367188,0.0,3.4348889,0.0,12.222222,22.718436
2022-01-07 17:00:00,3.0424,0.0,3.0424,0.0,0.0,0.0,0.0,1.0364596,0.0,0.0,0.0,0.0,21.859714
2022-01-07 17:15:00,1.5176666666666667,0.0,1.5176667,0.0,0.0,0.0,0.0,1.0362003,0.0,0.0,0.0,0.0,21.859714
2022-01-07 17:30:00,4.413733333333334,0.0,0.0,0.0,11.0,0.0,0.0,1.0359412,0.0,5.6359556,0.0,12.222222,21.859714
2022-01-07 17:45:00,1.9728,0.0,1.9728,0.0,0.0,0.0,0.0,1.0356821,0.0,0.0,0.0,0.0,20.450725
2022-01-07 18:00:00,1.2769333333333337,0.0,1.2769333,0.0,0.0,0.0,0.0,1.0354231,0.0,0.0,0.0,0.0,20.450725
2022-01-07 18:15:00,1.1086666666666667,0.0,1.1086667,0.0,0.0,0.0,0.0,1.0351641,0.0,0.0,0.0,0.0,20.450725
2022-01-07 18:30:00,1.3294666666666668,0.0,1.3294667,0.0,0.0,0.0,0.0,1.0349053,0.0,0.0,0.0,0.0,20.450725
2022-01-07 18:45:00,0.5816666666666667,0.0,0.58166667,0.0,0.0,0.0,0.0,1.0346464,0.0,0.0,0.0,0.0,20.450725
2022-01-07 19:00:00,0.5492,0.0,0.5492,0.0,0.0,0.0,0.0,1.0343877,0.0,0.0,0.0,0.0,20.450725
2022-01-07 19:15:00,0.5658,0.0,0.5658,0.0,0.0,0.0,0.0,1.034129,0.0,0.0,0.0,0.0,20.450725
2022-01-07 19:30:00,0.543,0.0,0.543,0.0,0.0,0.0,0.0,1.0338704,0.0,0.0,0.0,0.0,20.450725
2022-01-07 19:45:00,0.5577333333333333,0.0,0.55773333,0.0,0.0,0.0,0.0,1.0336118,0.0,0.0,0.0,0.0,20.450725
2022-01-07 20:00:00,0.5732666666666667,0.0,0.57326667,0.0,0.0,0.0,0.0,1.0333533,0.0,0.0,0.0,0.0,20.450725
2022-01-07 20:15:00,0.5098666666666667,0.0,0.50986667,0.0,0.0,0.0,0.0,1.0330949,0.0,0.0,0.0,0.0,20.450725
2022-01-07 20:30:00,0.5300666666666667,0.0,0.53006667,0.0,0.0,0.0,0.0,1.0328365,0.0,0.0,0.0,0.0,20.450725
2022-01-07 20:45:00,0.5101333333333333,0.0,0.51013333,0.0,0.0,0.0,0.0,1.0325782,0.0,0.0,0.0,0.0,20.450725
2022-01-07 21:00:00,0.423,0.0,0.423,0.0,0.0,0.0,0.0,1.0323199,0.0,0.0,0.0,0.0,20.450725
2022-01-07 21:15:00,0.4632,0.0,0.0,0.0,11.0,0.0,0.0,1.0320618,0.0,1.6854222,0.0,12.222222,20.450725
2022-01-07 21:30:00,0.5536,0.0,0.5536,0.0,0.0,0.0,0.0,1.0318036,0.0,0.0,0.0,0.0,20.02937
2022-01-07 21:45:00,0.5313333333333333,0.0,0.53133333,0.0,0.0,0.0,0.0,1.0315456,0.0,0.0,0.0,0.0,20.02937
2022-01-07 22:00:00,0.5058,0.0,0.5058,0.0,0.0,0.0,0.0,1.0312876,0.0,0.0,0.0,0.0,20.02937
2022-01-07 22:15:00,0.71,0.0,0.0,0.0,11.0,0.0,0.0,1.0310297,0.0,1.9322222,0.0,12.222222,20.02937
2022-01-07 22:30:00,0.6,0.0,0.6,0.0,0.0,0.0,0.0,1.0307718,0.0,0.0,0.0,0.0,19.546314
2022-01-07 22:45:00,0.4062666666666666,0.0,0.40626667,0.0,0.0,0.0,0.0,1.0305141,0.0,0.0,0.0,0.0,19.546314
2022-01-07 23:00:00,0.5412666666666667,0.0,0.54126667,0.0,0.0,0.0,0.0,1.0302563,0.0,0.0,0.0,0.0,19.546314
2022-01-07 23:15:00,0.6762,0.0,0.6762,0.0,0.0,0.0,0.0,1.0299987,0.0,0.0,0.0,0.0,19.546314
2022-01-07 23:30:00,0.5551333333333334,0.0,0.0,0.0,11.0,0.0,0.0,1.0297411,0.0,1.7773556,0.0,12.222222,19.546314
2022-01-07 23:45:00,0.5395333333333333,0.0,0.53953333,0.0,0.0,0.0,0.0,1.0294835,0.0,0.0,0.0,0.0,19.101975
2022-01-08 00:00:00,0.9413333333333334,0.0,0.94133333,0.0,0.0,0.0,0.0,1.0292261,0.0,0.0,0.0,0.0,19.101975
2022-01-08 00:15:00,2.389933333333333,0.0,2.3899333,0.0,0.0,0.0,0.0,1.0289687,0.0,0.0,0.0,0.0,19.101975
2022-01-08 00:30:00,2.648333333333333,0.0,2.6483333,0.0,0.0,0.0,0.0,1.0287113,0.0,0.0,0.0,0.0,19.101975
2022-01-08 00:45:00,2.069933333333333,0.0,2.0699333,0.0,0.0,0.0,0.0,1.0284541,0.0,0.0,0.0,0.0,19.101975
2022-01-08 01:00:00,2.0418666666666665,0.0,0.0,0.0,11.0,0.0,0.0,1.0281968,0.0,3.2640889,0.0,12.222222,19.101975
2022-01-08 01:15:00,0.6717333333333333,0.0,0.0,0.0,11.0,0.0,0.0,1.0279397,0.0,1.8939556,0.0,12.222222,18.285953
2022-01-08 01:30:00,0.3902,0.0,0.0,0.0,11.0,0.0,0.0,1.0276826,0.0,1.6124222,0.0,12.222222,17.812464
2022-01-08 01:45:00,0.5097333333333334,0.0,0.50973333,0.0,0.0,0.0,0.0,1.0274256,0.0,0.0,0.0,0.0,17.409359
2022-01-08 02:00:00,0.4698,0.0,0.4698,0.0,0.0,0.0,0.0,1.0271686,0.0,0.0,0.0,0.0,17.409359
2022-01-08 02:15:00,0.3836,0.0,0.3836,0.0,0.0,0.0,0.0,1.0269118,0.0,0.0,0.0,0.0,17.409359
2022-01-08 02:30:00,0.3974,0.0,0.3974,0.0,0.0,0.0,0.0,1.0266549,0.0,0.0,0.0,0.0,17.409359
2022-01-08 02:45:00,0.4443333333333333,0.0,0.44433333,0.0,0.0,0.0,0.0,1.0263982,0.0,0.0,0.0,0.0,17.409359
2022-01-08 03:00:00,0.392,0.0,0.392,0.0,0.0,0.0,0.0,1.0261415,0.0,0.0,0.0,0.0,17.409359
2022-01-08 03:15:00,0.3689333333333333,0.0,0.36893333,0.0,0.0,0.0,0.0,1.0258848,0.0,0.0,0.0,0.0,17.409359
2022-01-08 03:30:00,0.4476666666666667,0.0,0.44766667,0.0,0.0,0.0,0.0,1.0256283,0.0,0.0,0.0,0.0,17.409359
2022-01-08 03:45:00,0.4742666666666666,0.0,0.47426667,0.0,0.0,0.0,0.0,1.0253718,0.0,0.0,0.0,0.0,17.409359
2022-01-08 04:00:00,0.4019333333333333,0.0,0.40193333,0.0,0.0,0.0,0.0,1.0251153,0.0,0.0,0.0,0.0,17.409359
2022-01-08 04:15:00,0.5076666666666667,0.0,0.50766667,0.0,0.0,0.0,0.0,1.024859,0.0,0.0,0.0,0.0,17.409359
2022-01-08 04:30:00,0.4878,0.0,0.4878,0.0,0.0,0.0,0.0,1.0246026,0.0,0.0,0.0,0.0,17.409359
2022-01-08 04:45:00,0.3865333333333333,0.0,0.38653333,0.0,0.0,0.0,0.0,1.0243464,0.0,0.0,0.0,0.0,17.409359
2022-01-08 05:00:00,0.3856666666666667,0.0,0.38566667,0.0,0.0,0.0,0.0,1.0240902,0.0,0.0,0.0,0.0,17.409359
2022-01-08 05:15:00,0.4332,0.0,0.4332,0.0,0.0,0.0,0.0,1.0238341,0.0,0.0,0.0,0.0,17.409359
2022-01-08 05:30:00,0.4691333333333333,0.0,0.46913333,0.0,0.0,0.0,0.0,1.023578,0.0,0.0,0.0,0.0,17.409359
2022-01-08 05:45:00,0.4066666666666667,0.0,0.40666667,0.0,0.0,0.0,0.0,1.0233221,0.0,0.0,0.0,0.0,17.409359
2022-01-08 06:00:00,0.4024666666666666,0.0,0.40246667,0.0,0.0,0.0,0.0,1.0230661,0.0,0.0,0.0,0.0,17.409359
2022-01-08 06:15:00,0.4258,0.0,0.4258,0.0,0.0,0.0,0.0,1.0228103,0.0,0.0,0.0,0.0,17.409359
2022-01-08 06:30:00,0.3977333333333333,0.0,0.0,0.0,11.0,0.0,0.0,1.0225545,0.0,1.6199556,0.0,12.222222,17.409359
2022-01-08 06:45:00,0.7091333333333333,0.0,0.0,0.0,11.0,0.0,0.0,1.0222987,0.0,1.9313556,0.0,12.222222,17.00437
2022-01-08 07:00:00,0.7924666666666667,0.0,0.79246667,0.0,0.0,0.0,0.0,1.0220431,0.0,0.0,0.0,0.0,16.521531
2022-01-08 07:15:00,0.6773333333333333,0.0,0.67733333,0.0,0.0,0.0,0.0,1.0217875,0.0,0.0,0.0,0.0,16.521531
2022-01-08 07:30:00,0.4718,0.0,0.4718,0.0,0.0,0.0,0.0,1.0215319,0.0,0.0,0.0,0.0,16.521531
2022-01-08 07:45:00,0.4953999999999999,0.0,0.4954,0.0,11.0,0.0,0.0,1.0212764,0.0,1.2222222,0.0,12.222222,16.521531
2022-01-08 08:00:00,0.4449333333333333,0.0,0.44493333,0.0,0.0,0.0,0.0,1.021021,0.0,0.0,0.0,0.0,16.215975
2022-01-08 08:15:00,0.4266666666666667,0.0,0.42666667,0.0,0.0,0.0,0.0,1.0207657,0.0,0.0,0.0,0.0,16.215975
2022-01-08 08:30:00,0.4480666666666666,0.082412127447761,5.6783147,0.0,0.0,0.0,0.0,1.0205104,5.3126602,0.0,0.0,0.0,16.215975
2022-01-08 08:45:00,0.4724,0.324213475327265,0.14818652,0.0,0.0,0.0,0.0,1.0202552,0.0,1.0239626,1.0239625827968677,0.0,17.54414
2022-01-08 09:00:00,0.4191999999999999,0.6703130103566425,0.0,0.25003892,0.0,0.0010740871,0.0,1.02,0.0,1.0239626,1.0239625827968677,0.0,17.28815
2022-01-08 09:15:00,0.4203333333333333,1.0425492736168045,0.0,0.62114185,0.0,0.0010740871,0.0,1.02,0.0,0.0,0.0,0.0,17.032159
2022-01-08 09:30:00,0.4688666666666666,1.4029567305751425,0.0,0.93301598,0.0,0.0010740871,0.0,1.02,0.0,0.0,0.0,0.0,17.032159
2022-01-08 09:45:00,0.3289333333333333,1.7370928286212253,0.0,0.69073873,0.0,0.71742077,0.0,1.02,0.0,0.0,0.0,0.0,17.032159
2022-01-08 10:00:00,0.3654,2.0400490385983754,0.0,0.0,0.0,1.674649,0.0,1.1901323,0.0,0.0,0.0,0.0,17.032159
2022-01-08 10:15:00,0.318,2.3104223921376508,0.0,0.0,0.0,1.9924224,0.0,1.5875638,0.0,0.0,0.0,0.0,17.032159
2022-01-08 10:30:00,0.3153999999999999,2.548011409528073,0.0,0.0,0.0,2.2326114,0.0,2.0603671,0.0,0.0,0.0,0.0,17.032159
2022-01-08 10:45:00,0.3422666666666666,2.7529660924930224,0.0,0.0,0.0,2.4106994,0.0,2.590097,0.0,0.0,0.0,0.0,17.032159
2022-01-08 11:00:00,0.3616666666666667,2.925488740588906,0.0,0.0,0.0,2.5638221,0.0,3.1619904,0.0,1.6551377,1.6551376772404236,0.0,17.032159
2022-01-08 11:15:00,0.3339333333333333,3.0657421003867773,0.0,0.0,0.0,2.7318088,0.0,3.7701073,0.0,0.0,0.0,0.0,16.618375
2022-01-08 11:30:00,0.2793333333333333,3.1738336862900307,0.0,0.0,0.0,2.8945004,0.0,4.417969,0.0,0.0,0.0,0.0,16.618375
2022-01-08 11:45:00,0.2464666666666666,3.249825414895248,0.0,0.0,0.0,3.0033587,0.0,5.104308,0.0,0.0,0.0,0.0,16.618375
2022-01-08 12:00:00,0.2718,3.2937486478397333,0.0,0.0,0.0,3.0219486,0.0,5.8163291,0.0,0.0,0.0,0.0,16.618375
2022-01-08 12:15:00,0.2984,3.305617155613387,0.0,0.0,0.0,3.0072172,0.0,6.5325873,0.0,0.0,0.0,0.0,16.618375
2022-01-08 12:30:00,0.2557333333333333,3.285435218320213,0.0,0.0,0.0,3.0297019,0.0,7.2451676,0.0,0.0,0.0,0.0,16.618375
2022-01-08 12:45:00,0.4793333333333333,3.2331999170937817,0.0,0.0,0.0,2.7538666,0.0,7.9629098,0.0,0.0,0.0,0.0,16.618375
2022-01-08 13:00:00,2.8446,3.1488974951242703,0.0,0.0,0.0,0.3042975,0.0,8.6149617,0.0,0.0,0.0,0.0,16.618375
2022-01-08 13:15:00,1.235866666666667,3.032494060139857,0.0,0.0,0.0,1.7966274,0.0,8.6850778,0.0,1.6244996,1.6244995773900823,0.0,16.618375
2022-01-08 13:30:00,0.4872666666666666,2.883921917683122,0.0,0.0,0.0,2.3966553,0.0,9.1096047,0.0,1.6244996,1.6244995773900823,0.0,16.21225
2022-01-08 13:45:00,0.4888,2.703065167552997,0.0,0.0,0.0,2.2142652,0.0,9.6765321,0.0,1.6244996,1.6244995773900823,0.0,15.806125
2022-01-08 14:00:00,0.4933333333333333,2.4897541926727094,0.0,0.0,0.0,0.0,9.0035791,10.2,11.0,0.0,0.0,0.0,15.4
2022-01-08 14:15:00,0.4770666666666666,2.2437943474063107,0.0,0.0,0.0,0.0,9.2332723,7.8280861,11.0,0.0,0.0,0.0,18.15
2022-01-08 14:30:00,0.4711333333333333,1.965093462993453,0.0,0.0,0.0,0.0,9.5060399,5.3963199,11.0,0.0,0.0,0.0,20.9
2022-01-08 14:45:00,0.4805333333333333,1.654055197511192,0.0,0.0,0.0,0.0,7.1160974,2.8933808,8.2896193,0.0,0.0,0.0,23.65
2022-01-08 15:00:00,0.4422,1.3126766626564823,0.0,0.0,11.0,0.87047666,0.0,1.02,0.0,1.2222222,0.0,12.222222,25.722405
2022-01-08 15:15:00,0.8008666666666667,0.9474986112838728,0.0,0.0,11.0,0.14663194,0.0,1.2264831,0.0,1.2222222,0.0,12.222222,25.416849
2022-01-08 15:30:00,1.8121333333333327,0.5771949353270563,0.0,0.0,11.0,0.0,0.84219722,1.2610015,0.0,1.6149634,0.0,12.222222,25.111294
2022-01-08 15:45:00,1.1214666666666666,0.2489231366227185,0.0,0.0,11.0,0.0,0.0,1.0390552,0.0,2.0947658,0.0,12.222222,24.707553
2022-01-08 16:00:00,1.3797333333333333,0.0479687934632194,0.0,0.0,11.0,0.0,0.0,1.0387954,0.0,2.5539868,0.0,12.222222,24.183861
2022-01-08 16:15:00,0.9716,0.0,0.9716,0.0,0.0,0.0,0.0,1.0385356,0.0,1.0124585,1.0124584837869728,0.0,23.545365
2022-01-08 16:30:00,0.5150666666666667,0.0,0.51506667,0.0,0.0,0.0,0.0,1.0382759,0.0,0.0,0.0,0.0,23.29225
2022-01-08 16:45:00,0.5586666666666666,0.0,0.55866667,0.0,0.0,0.0,0.0,1.0380162,0.0,0.0,0.0,0.0,23.29225
2022-01-08 17:00:00,0.6658666666666667,0.0,0.66586667,0.0,0.0,0.0,0.0,1.0377566,0.0,0.0,0.0,0.0,23.29225
2022-01-08 17:15:00,0.4877333333333333,0.0,0.48773333,0.0,0.0,0.0,0.0,1.0374971,0.0,0.0,0.0,0.0,23.29225
2022-01-08 17:30:00,0.3136666666666667,0.0,0.31366667,0.0,0.0,0.0,0.0,1.0372376,0.0,0.0,0.0,0.0,23.29225
2022-01-08 17:45:00,0.3063333333333333,0.0,0.30633333,0.0,0.0,0.0,0.0,1.0369782,0.0,0.0,0.0,0.0,23.29225
2022-01-08 18:00:00,0.8389333333333333,0.0,0.83893333,0.0,0.0,0.0,0.0,1.0367188,0.0,2.6715234,2.6715234072864087,0.0,23.29225
2022-01-08 18:15:00,0.5994666666666667,0.0,0.0,0.0,11.0,0.0,0.0,1.0364596,0.0,1.8216889,0.0,12.222222,22.624369
2022-01-08 18:30:00,0.8647999999999999,0.0,0.0,0.0,11.0,0.0,0.0,1.0362003,0.0,2.0870222,0.0,12.222222,22.168947
2022-01-08 18:45:00,0.3674,0.0,0.0,0.0,11.0,0.0,0.0,1.0359412,0.0,1.5896222,0.0,12.222222,21.647191
2022-01-08 19:00:00,0.5608666666666666,0.0,0.0,0.0,11.0,0.0,0.0,1.0356821,0.0,1.7830889,0.0,12.222222,21.249786
2022-01-08 19:15:00,0.8178,0.0,0.0,0.0,11.0,0.0,0.0,1.0354231,0.0,2.0400222,0.0,12.222222,20.804014
2022-01-08 19:30:00,0.5917333333333333,0.0,0.0,0.0,11.0,0.0,0.0,1.0351641,0.0,1.8139556,0.0,12.222222,20.294008
2022-01-08 19:45:00,1.899333333333333,0.0,1.8993333,0.0,0.0,0.0,0.0,1.0349053,0.0,0.0,0.0,0.0,19.840519
2022-01-08 20:00:00,0.9384,0.0,0.0,0.0,11.0,0.0,0.0,1.0346464,0.0,2.1606222,0.0,12.222222,19.840519
2022-01-08 20:15:00,0.4451333333333333,0.0,0.0,0.0,11.0,0.0,0.0,1.0343877,0.0,1.6673556,0.0,12.222222,19.300364
2022-01-08 20:30:00,0.5184666666666667,0.0,0.0,0.0,11.0,0.0,0.0,1.034129,0.0,1.7406889,0.0,12.222222,18.883525
2022-01-08 20:45:00,0.5106666666666667,0.0,0.0,0.0,11.0,0.0,0.0,1.0338704,0.0,1.7328889,0.0,12.222222,18.448353
2022-01-08 21:00:00,0.7972666666666667,0.0,0.0,0.0,11.0,0.0,0.0,1.0336118,0.0,2.0194889,0.0,12.222222,18.01513
2022-01-08 21:15:00,2.414333333333333,0.0,2.4143333,0.0,0.0,0.0,0.0,1.0333533,0.0,0.0,0.0,0.0,17.510258
2022-01-08 21:30:00,0.2209333333333333,0.0,0.22093333,0.0,0.0,0.0,0.0,1.0330949,0.0,0.0,0.0,0.0,17.510258
2022-01-08 21:45:00,0.2708,0.0,0.2708,0.0,0.0,0.0,0.0,1.0328365,0.0,0.0,0.0,0.0,17.510258
2022-01-08 22:00:00,0.2764,0.0,0.0,0.0,11.0,0.0,0.0,1.0325782,0.0,1.4986222,0.0,12.222222,17.510258
2022-01-08 22:15:00,0.3133333333333333,0.0,0.31333333,0.0,0.0,0.0,0.0,1.0323199,0.0,0.0,0.0,0.0,17.135603
2022-01-08 22:30:00,0.6102666666666666,0.0,0.61026667,0.0,0.0,0.0,0.0,1.0320618,0.0,0.0,0.0,0.0,17.135603
2022-01-08 22:45:00,0.1696,0.0,0.1696,0.0,0.0,0.0,0.0,1.0318036,0.0,0.0,0.0,0.0,17.135603
2022-01-08 23:00:00,0.1983333333333333,0.0,0.0,0.0,11.0,0.0,0.0,1.0315456,0.0,1.4205556,0.0,12.222222,17.135603
2022-01-08 23:15:00,0.3416,0.0,0.3416,0.0,0.0,0.0,0.0,1.0312876,0.0,0.0,0.0,0.0,16.780464
2022-01-08 23:30:00,0.357,0.0,0.357,0.0,0.0,0.0,0.0,1.0310297,0.0,0.0,0.0,0.0,16.780464
2022-01-08 23:45:00,0.3828,0.0,0.3828,0.0,0.0,0.0,0.0,1.0307718,0.0,0.0,0.0,0.0,16.780464
2022-01-09 00:00:00,0.4466666666666667,0.0,0.44666667,0.0,0.0,0.0,0.0,1.0305141,0.0,0.0,0.0,0.0,16.780464
2022-01-09 00:15:00,0.4488,0.0,0.4488,0.0,0.0,0.0,0.0,1.0302563,0.0,0.0,0.0,0.0,16.780464
2022-01-09 00:30:00,0.4306,0.0,0.4306,0.0,0.0,0.0,0.0,1.0299987,0.0,0.0,0.0,0.0,16.780464
2022-01-09 00:45:00,0.4415333333333333,0.0,0.019234105,0.0,11.0,0.0,0.0,1.0297411,0.0,1.6445215,0.0,12.222222,16.780464
2022-01-09 01:00:00,0.3436,0.0,0.3436,0.0,0.0,0.0,0.0,1.0294835,0.0,0.0,0.0,0.0,16.369333
2022-01-09 01:15:00,0.2170666666666666,0.0,0.21706667,0.0,0.0,0.0,0.0,1.0292261,0.0,0.0,0.0,0.0,16.369333
2022-01-09 01:30:00,0.2258,0.0,0.2258,0.0,0.0,0.0,0.0,1.0289687,0.0,0.0,0.0,0.0,16.369333
2022-01-09 01:45:00,0.3413333333333333,0.0,0.34133333,0.0,0.0,0.0,0.0,1.0287113,0.0,0.0,0.0,0.0,16.369333
2022-01-09 02:00:00,0.2307333333333333,0.0,0.23073333,0.0,0.0,0.0,0.0,1.0284541,0.0,0.0,0.0,0.0,16.369333
2022-01-09 02:15:00,0.2106666666666666,0.0,0.0,0.0,11.0,0.0,0.0,1.0281968,0.0,1.4328889,0.0,12.222222,16.369333
2022-01-09 02:30:00,0.2316666666666666,0.0,0.23166667,0.0,0.0,0.0,0.0,1.0279397,0.0,0.0,0.0,0.0,16.011111
2022-01-09 02:45:00,0.2617333333333334,0.0,0.26173333,0.0,0.0,0.0,0.0,1.0276826,0.0,0.0,0.0,0.0,16.011111
2022-01-09 03:00:00,0.2658,0.0,0.2658,0.0,0.0,0.0,0.0,1.0274256,0.0,0.0,0.0,0.0,16.011111
2022-01-09 03:15:00,0.3082666666666666,0.0,0.30826667,0.0,0.0,0.0,0.0,1.0271686,0.0,0.0,0.0,0.0,16.011111
2022-01-09 03:30:00,0.3411333333333333,0.0,0.34113333,0.0,0.0,0.0,0.0,1.0269118,0.0,0.0,0.0,0.0,16.011111
2022-01-09 03:45:00,0.2656666666666666,0.0,0.26566667,0.0,0.0,0.0,0.0,1.0266549,0.0,0.0,0.0,0.0,16.011111
2022-01-09 04:00:00,0.2201333333333333,0.0,0.22013333,0.0,0.0,0.0,0.0,1.0263982,0.0,0.0,0.0,0.0,16.011111
2022-01-09 04:15:00,0.2016666666666666,0.0,0.20166667,0.0,11.0,0.0,0.0,1.0261415,0.0,1.2222222,0.0,12.222222,16.011111
2022-01-09 04:30:00,0.2439333333333333,0.0,0.24393333,0.0,0.0,0.0,0.0,1.0258848,0.0,0.0,0.0,0.0,15.705556
2022-01-09 04:45:00,0.646,0.0,0.646,0.0,0.0,0.0,0.0,1.0256283,0.0,0.0,0.0,0.0,15.705556
2022-01-09 05:00:00,0.6201333333333333,0.0,0.62013333,0.0,11.0,0.0,0.0,1.0253718,0.0,1.2222222,0.0,12.222222,15.705556
2022-01-09 05:15:00,0.4186,0.0,0.4186,0.0,0.0,0.0,0.0,1.0251153,0.0,0.0,0.0,0.0,15.4
