,Netzeinspeisung [kW],Haushaltslast [kW],Netzbezug [kW],PV-Erzeugung [kW],V2G Entladung ins Haus [kW]
2022-01-27 02:00:00,0.0,0.4061333333333333,0.40613333,0.0,0.0
2022-01-27 02:15:00,0.0,0.379,0.379,0.0,0.0
2022-01-27 02:30:00,0.0,0.2994,0.2994,0.0,0.0
2022-01-27 02:45:00,0.0,0.4501333333333333,0.45013333,0.0,0.0
2022-01-27 03:00:00,0.0,1.816733333333333,1.8167333,0.0,0.0
2022-01-27 03:15:00,0.0,0.7413333333333334,0.74133333,0.0,0.0
2022-01-27 03:30:00,0.0,0.3746,0.3746,0.0,0.0
2022-01-27 03:45:00,0.0,0.3432,0.3432,0.0,0.0
2022-01-27 04:00:00,0.0,0.3816,0.3816,0.0,0.0
2022-01-27 04:15:00,0.0,0.3528,1.5750222,0.0,0.0
2022-01-27 04:30:00,0.0,0.345,0.345,0.0,11.0
2022-01-27 04:45:00,0.0,0.4858666666666666,0.48586667,0.0,0.0
2022-01-27 05:00:00,0.0,0.4140666666666666,0.41406667,0.0,0.0
2022-01-27 05:15:00,0.0,0.3383333333333333,0.33833333,0.0,0.0
2022-01-27 05:30:00,0.0,0.4588666666666667,0.45886667,0.0,0.0
2022-01-27 05:45:00,0.0,0.3054666666666666,0.30546667,0.0,0.0
2022-01-27 06:00:00,0.0,0.3544,0.3544,0.0,0.0
2022-01-27 06:15:00,0.0,0.3594,0.3594,0.0,0.0
2022-01-27 06:30:00,0.0,1.3534000000000002,1.3534,0.0,0.0
2022-01-27 06:45:00,0.0,0.9382,0.9382,0.0,0.0
2022-01-27 07:00:00,0.0,0.6186666666666666,0.61866667,0.0,0.0
2022-01-27 07:15:00,0.0,0.3666666666666667,0.36666667,0.0,0.0
2022-01-27 07:30:00,0.0,0.3368666666666666,1.5590889,0.0,0.0
2022-01-27 07:45:00,0.0,0.2974,0.2974,0.0,11.0
2022-01-27 08:00:00,0.0,0.3023333333333333,0.29236346,0.0099698690741089,0.0
2022-01-27 08:15:00,0.0,0.3905333333333333,0.25959504,0.1309382970311692,0.0
2022-01-27 08:30:00,0.0,0.9462,0.52364515,0.4225548457072425,0.0
2022-01-27 08:45:00,0.0,0.4964666666666666,0.0,0.7976865821074101,0.0
2022-01-27 09:00:00,0.0,0.3431333333333333,0.0,1.1877923538965185,0.0
2022-01-27 09:15:00,0.0,0.3476,0.0,1.5642110912608993,0.0
2022-01-27 09:30:00,0.0,0.3006666666666667,0.0,1.9165296351051808,11.0
2022-01-27 09:45:00,0.0,0.4762,0.85281283,2.24110955888435,0.0
2022-01-27 10:00:00,0.0,0.4164,0.0,2.5366996124271286,0.0
2022-01-27 10:15:00,0.0,1.69,0.0,2.802848120182069,11.0
2022-01-27 10:30:00,0.0,1.5301333333333331,0.0,3.039338804684236,11.0
2022-01-27 10:45:00,0.0,1.1361333333333334,0.0,3.246001055572872,11.0
2022-01-27 11:00:00,0.0,0.5147333333333334,0.0,3.4226578443006206,11.0
2022-01-27 11:15:00,0.0,0.3664666666666666,0.0,3.569122727007373,11.0
2022-01-27 11:30:00,0.0,0.338,0.0,3.6852125027431297,11.0
2022-01-27 11:45:00,0.0,0.3842666666666666,0.0,3.770762818295014,0.0
2022-01-27 12:00:00,0.0,0.9776,0.0,3.825641931089415,11.0
2022-01-27 12:15:00,0.0,1.1562666666666666,0.0,3.849761172050097,0.0
2022-01-27 12:30:00,0.0,2.2170666666666667,0.0,3.843081710978296,11.0
2022-01-27 12:45:00,0.0,2.452533333333333,0.0,3.8056175608164895,0.0
2022-01-27 13:00:00,0.0,1.788,0.0,3.7374349135980656,11.0
2022-01-27 13:15:00,0.0,2.280333333333333,0.0,3.638647761792916,11.0
2022-01-27 13:30:00,0.0,1.4505333333333332,0.0,3.5094098214110168,0.0
2022-01-27 13:45:00,0.0,0.754,0.0,3.349902918037502,0.0
2022-01-27 14:00:00,0.0,0.3912666666666666,0.0,3.1603225245725723,0.0
2022-01-27 14:15:00,0.0,0.3725333333333334,0.0,2.9408631145252064,0.0
2022-01-27 14:30:00,0.0,0.3370666666666667,0.0,2.691710547927075,11.0
2022-01-27 14:45:00,0.0,0.3009333333333333,0.0,2.413060618321599,11.0
2022-01-27 15:00:00,0.0,1.4103333333333332,0.0,2.105214316262324,11.0
2022-01-27 15:15:00,0.0,0.9104,0.0,1.7688828962948115,11.0
2022-01-27 15:30:00,0.0,0.6394,0.0,1.4060623388531508,11.0
2022-01-27 15:45:00,0.0,1.0997333333333337,0.0,1.0224667165586805,11.0
2022-01-27 16:00:00,0.0,1.1543333333333332,0.0,0.6341550699126317,11.0
2022-01-27 16:15:00,0.0,0.7448666666666667,0.0,0.2836042680749941,11.0
2022-01-27 16:30:00,0.0,0.4894,0.0,0.0575230947313416,11.0
2022-01-27 16:45:00,0.0,0.5411333333333334,0.0,0.0,11.0
2022-01-27 17:00:00,0.0,1.3778666666666666,0.0,0.0,0.0
2022-01-27 17:15:00,0.0,0.8238666666666666,0.0,0.0,11.0
2022-01-27 17:30:00,0.0,0.7243999999999999,0.0,0.0,11.0
2022-01-27 17:45:00,0.0,0.564,0.0,0.0,11.0
2022-01-27 18:00:00,0.0,0.6590666666666667,0.0,0.0,11.0
2022-01-27 18:15:00,0.0,0.6700666666666667,0.0,0.0,11.0
2022-01-27 18:30:00,0.0,0.7513333333333334,0.0,0.0,11.0
2022-01-27 18:45:00,0.0,0.5600666666666667,0.0,0.0,11.0
2022-01-27 19:00:00,0.0,0.7685333333333333,0.0,0.0,11.0
2022-01-27 19:15:00,0.0,0.5099333333333333,0.50993333,0.0,0.0
2022-01-27 19:30:00,0.0,0.7919333333333333,0.79193333,0.0,0.0
2022-01-27 19:45:00,0.0,0.784,0.0,0.0,11.0
2022-01-27 20:00:00,0.0,0.6003333333333334,0.60033333,0.0,0.0
2022-01-27 20:15:00,0.0,0.5305333333333333,0.53053333,0.0,0.0
2022-01-27 20:30:00,0.0,0.6517999999999999,0.6518,0.0,0.0
2022-01-27 20:45:00,0.0,0.9178,0.9178,0.0,0.0
2022-01-27 21:00:00,0.0,0.7856000000000001,0.7856,0.0,0.0
2022-01-27 21:15:00,0.0,0.8114666666666667,0.81146667,0.0,0.0
2022-01-27 21:30:00,0.0,0.8665333333333333,0.86653333,0.0,0.0
2022-01-27 21:45:00,0.0,0.7537333333333334,0.75373333,0.0,0.0
2022-01-27 22:00:00,0.0,0.6810666666666667,0.68106667,0.0,0.0
2022-01-27 22:15:00,0.0,0.5989333333333333,0.59893333,0.0,0.0
2022-01-27 22:30:00,0.0,0.6842666666666667,0.68426667,0.0,0.0
2022-01-27 22:45:00,0.0,0.6082666666666666,0.0,0.0,11.0
2022-01-27 23:00:00,0.0,0.5267999999999999,0.0,0.0,11.0
2022-01-27 23:15:00,0.0,0.7780666666666667,0.77806667,0.0,0.0
2022-01-27 23:30:00,0.0,0.6007333333333333,0.60073333,0.0,0.0
2022-01-27 23:45:00,0.0,0.6631333333333334,0.66313333,0.0,0.0
2022-01-28 00:00:00,0.0,1.2430666666666663,1.2430667,0.0,0.0
2022-01-28 00:15:00,0.0,1.0984,1.0984,0.0,0.0
2022-01-28 00:30:00,0.0,0.8382000000000001,0.8382,0.0,0.0
2022-01-28 00:45:00,0.0,0.7162000000000001,0.7162,0.0,0.0
2022-01-28 01:00:00,0.0,0.5101333333333333,0.51013333,0.0,0.0
2022-01-28 01:15:00,0.0,0.5660666666666667,0.0,0.0,11.0
2022-01-28 01:30:00,0.0,0.5341333333333333,0.53413333,0.0,0.0
2022-01-28 01:45:00,0.0,0.455,1.6041399,0.0,0.0
2022-01-28 02:00:00,0.0,0.5106,0.5106,0.0,11.0
2022-01-28 02:15:00,0.0,0.1958666666666666,0.19586667,0.0,0.0
2022-01-28 02:30:00,0.0,0.7510666666666668,0.75106667,0.0,0.0
2022-01-28 02:45:00,0.0,0.5618,0.5618,0.0,0.0
2022-01-28 03:00:00,0.0,0.5778,0.5778,0.0,0.0
2022-01-28 03:15:00,0.0,0.5203333333333334,0.52033333,0.0,0.0
2022-01-28 03:30:00,0.0,0.4965333333333334,1.7187556,0.0,0.0
2022-01-28 03:45:00,0.0,0.4545333333333333,0.45453333,0.0,11.0
2022-01-28 04:00:00,0.0,0.4718666666666666,0.47186667,0.0,0.0
2022-01-28 04:15:00,0.0,0.5024666666666666,0.50246667,0.0,0.0
2022-01-28 04:30:00,0.0,0.432,0.432,0.0,0.0
2022-01-28 04:45:00,0.0,0.4738,0.4738,0.0,0.0
2022-01-28 05:00:00,0.0,0.585,0.585,0.0,0.0
2022-01-28 05:15:00,0.0,0.5028,0.5028,0.0,0.0
2022-01-28 05:30:00,0.0,0.5442666666666667,0.54426667,0.0,0.0
2022-01-28 05:45:00,0.0,0.5732666666666667,0.57326667,0.0,0.0
2022-01-28 06:00:00,0.0,1.2508666666666666,1.2508667,0.0,0.0
2022-01-28 06:15:00,0.0,1.2285333333333333,1.2285333,0.0,0.0
2022-01-28 06:30:00,0.0,2.308933333333333,2.3089333,0.0,0.0
2022-01-28 06:45:00,0.0,1.8312,1.8312,0.0,0.0
2022-01-28 07:00:00,0.0,1.0930666666666666,1.0930667,0.0,0.0
2022-01-28 07:15:00,0.0,0.493,0.493,0.0,0.0
2022-01-28 07:30:00,0.0,0.5388,2.0156889,0.0,0.0
2022-01-28 07:45:00,0.0,0.2546666666666666,0.0,0.0,11.0
2022-01-28 08:00:00,0.0,0.6245333333333333,3.0548451,0.0141326949678219,0.0
2022-01-28 08:15:00,0.0,0.3972666666666666,0.24482701,0.1524396516801898,11.0
2022-01-28 08:30:00,0.0,0.3922,0.0,0.4568367815414543,11.0
2022-01-28 08:45:00,0.0,0.2914,0.0,0.8361212508966327,0.0
2022-01-28 09:00:00,0.0,0.3641999999999999,3.4264589,1.226496700554944,0.0
2022-01-28 09:15:00,0.0,0.3332666666666666,0.0,1.6019708780799229,11.0
2022-01-28 09:30:00,0.0,0.3494,0.0,1.9531392554542784,11.0
2022-01-28 09:45:00,0.0,1.2161333333333335,0.0,2.276696261735504,11.0
2022-01-28 10:00:00,0.0,0.7358666666666667,0.0,2.571478309011396,11.0
2022-01-28 10:15:00,0.0,0.5224666666666667,0.0,2.837036679505132,0.0
2022-01-28 10:30:00,0.0,0.4225333333333333,0.0,3.073131764824674,11.0
2022-01-28 10:45:00,0.0,0.5109333333333334,0.0,3.279564389017012,11.0
2022-01-28 11:00:00,0.0,0.4811333333333333,0.0,3.456130984524521,0.0
2022-01-28 11:15:00,0.0,1.5190666666666666,0.0,3.602622743652668,11.0
2022-01-28 11:30:00,0.0,1.0227333333333333,0.0,3.718838581592903,11.0
2022-01-28 11:45:00,0.0,0.5149333333333332,0.0,3.804600453527833,11.0
2022-01-28 12:00:00,0.0,0.7525333333333333,0.0,3.859766715282956,0.0
2022-01-28 12:15:00,0.0,0.4326666666666667,0.0,3.88424224693549,11.0
2022-01-28 12:30:00,0.0,0.6164,0.0,3.877985003976092,0.0
2022-01-28 12:45:00,0.0,0.5342,0.0,3.841008951226073,11.0
2022-01-28 13:00:00,0.0,0.3849333333333333,0.0,3.7733834773499297,0.0
2022-01-28 13:15:00,0.0,0.6503333333333333,0.0,3.675229243551175,11.0
2022-01-28 13:30:00,0.0,0.5205333333333333,0.0,3.546710472453344,11.0
2022-01-28 13:45:00,0.0,0.5649333333333333,0.0,3.3880237988914588,0.0
2022-01-28 14:00:00,0.0,0.5076666666666667,0.0,3.199384249563218,0.0
2022-01-28 14:15:00,0.0,0.4219333333333333,0.0,2.981010676379116,11.0
2022-01-28 14:30:00,0.0,1.2018666666666666,0.0,2.733116969915632,11.0
2022-01-28 14:45:00,0.0,1.1714,0.0,2.455925866983692,11.0
2022-01-28 15:00:00,0.0,1.0284,0.0,2.1497498373149075,11.0
2022-01-28 15:15:00,0.0,0.6926666666666667,0.0,1.815255872327889,11.0
2022-01-28 15:30:00,0.0,0.5533333333333333,0.0,1.4542291968257617,11.0
2022-01-28 15:45:00,0.0,0.5835333333333333,0.0,1.071703689083905,11.0
2022-01-28 16:00:00,0.0,5.368333333333333,0.0,0.6818012953876819,11.0
2022-01-28 16:15:00,0.0,3.3754666666666666,0.0,0.3223452525117269,11.0
2022-01-28 16:30:00,0.0,2.6655333333333333,0.0,0.0752578254462782,11.0
2022-01-28 16:45:00,0.0,1.8836,0.0,0.0,11.0
2022-01-28 17:00:00,0.0,0.9076,0.0,0.0,11.0
2022-01-28 17:15:00,0.0,0.6110666666666668,0.0,0.0,11.0
2022-01-28 17:30:00,0.0,1.4272,0.0,0.0,11.0
2022-01-28 17:45:00,0.0,1.2453333333333332,0.0,0.0,11.0
2022-01-28 18:00:00,0.0,0.5400666666666667,0.0,0.0,11.0
2022-01-28 18:15:00,0.0,0.1871333333333333,0.0,0.0,11.0
2022-01-28 18:30:00,0.0,0.1907333333333333,0.0,0.0,11.0
2022-01-28 18:45:00,0.0,0.1956,0.0,0.0,11.0
2022-01-28 19:00:00,0.0,0.1747333333333333,0.17473333,0.0,0.0
2022-01-28 19:15:00,0.0,0.2279333333333333,0.0,0.0,11.0
2022-01-28 19:30:00,0.0,0.4238666666666666,0.0,0.0,11.0
2022-01-28 19:45:00,0.0,0.6606000000000001,0.6606,0.0,0.0
2022-01-28 20:00:00,0.0,0.6186,0.6186,0.0,0.0
2022-01-28 20:15:00,0.0,0.4028666666666666,0.0,0.0,11.0
2022-01-28 20:30:00,0.0,0.4158,0.4158,0.0,0.0
2022-01-28 20:45:00,0.0,0.3847333333333333,0.38473333,0.0,0.0
2022-01-28 21:00:00,0.0,0.4802,0.4802,0.0,0.0
2022-01-28 21:15:00,0.0,0.5106666666666667,4.8200217,0.0,0.0
2022-01-28 21:30:00,0.0,0.4747333333333333,0.0,0.0,11.0
2022-01-28 21:45:00,0.0,0.4202666666666667,0.42026667,0.0,11.0
2022-01-28 22:00:00,0.0,0.3235333333333333,0.32353333,0.0,11.0
2022-01-28 22:15:00,0.0,0.3388666666666666,0.33886667,0.0,11.0
2022-01-28 22:30:00,0.0,0.2652666666666666,1.4874889,0.0,0.0
2022-01-28 22:45:00,0.0,0.2627333333333334,0.26273333,0.0,11.0
2022-01-28 23:00:00,0.0,0.2823333333333333,0.28233333,0.0,0.0
2022-01-28 23:15:00,0.0,0.4049333333333333,0.40493333,0.0,0.0
2022-01-28 23:30:00,0.0,0.3174666666666666,0.31746667,0.0,0.0
2022-01-28 23:45:00,0.0,0.2857333333333333,0.28573333,0.0,0.0
2022-01-29 00:00:00,0.0,0.2732,0.2732,0.0,0.0
2022-01-29 00:15:00,0.0,0.2826666666666667,0.28266667,0.0,0.0
2022-01-29 00:30:00,0.0,0.2525333333333333,0.25253333,0.0,0.0
2022-01-29 00:45:00,0.0,0.2521333333333333,1.4743556,0.0,0.0
2022-01-29 01:00:00,0.0,0.4004666666666666,0.40046667,0.0,11.0
2022-01-29 01:15:00,0.0,0.1928666666666667,0.19286667,0.0,0.0
2022-01-29 01:30:00,0.0,0.2277333333333333,0.22773333,0.0,0.0
2022-01-29 01:45:00,0.0,0.2819333333333333,0.28193333,0.0,0.0
2022-01-29 02:00:00,0.0,0.2680666666666667,0.26806667,0.0,0.0
2022-01-29 02:15:00,0.0,0.3388,1.5610222,0.0,0.0
2022-01-29 02:30:00,0.0,0.2470666666666666,0.24706667,0.0,11.0
2022-01-29 02:45:00,0.0,0.3444,0.3444,0.0,0.0
2022-01-29 03:00:00,0.0,0.2858666666666666,0.28586667,0.0,0.0
2022-01-29 03:15:00,0.0,0.2188666666666666,0.21886667,0.0,0.0
2022-01-29 03:30:00,0.0,0.2642,0.2642,0.0,0.0
2022-01-29 03:45:00,0.0,0.2416666666666666,4.5853266,0.0,0.0
2022-01-29 04:00:00,0.0,0.2367333333333333,0.23673333,0.0,0.0
2022-01-29 04:15:00,0.0,0.2366666666666666,0.23666667,0.0,0.0
2022-01-29 04:30:00,0.0,0.2971333333333333,0.29713333,0.0,0.0
2022-01-29 04:45:00,0.0,0.3480666666666666,0.34806667,0.0,0.0
2022-01-29 05:00:00,0.0,0.2724666666666666,0.27246667,0.0,0.0
2022-01-29 05:15:00,0.0,0.3119333333333333,0.31193333,0.0,0.0
2022-01-29 05:30:00,0.0,0.2578,0.2578,0.0,0.0
2022-01-29 05:45:00,0.0,0.5982666666666666,0.59826667,0.0,0.0
2022-01-29 06:00:00,0.0,0.3287333333333333,0.32873333,0.0,0.0
2022-01-29 06:15:00,0.0,0.2524666666666667,0.25246667,0.0,0.0
2022-01-29 06:30:00,0.0,0.2241999999999999,0.2242,0.0,0.0
2022-01-29 06:45:00,0.0,0.2085333333333333,0.20853333,0.0,0.0
2022-01-29 07:00:00,0.0,0.2906666666666667,0.29066667,0.0,0.0
2022-01-29 07:15:00,0.0,0.3229333333333333,0.32293333,0.0,0.0
2022-01-29 07:30:00,0.0,0.4000666666666667,0.40006667,0.0,0.0
2022-01-29 07:45:00,0.0,0.3013333333333333,0.30133333,0.0,0.0
2022-01-29 08:00:00,0.0,0.7322000000000001,0.71255334,0.0196466579616776,0.0
2022-01-29 08:15:00,0.0,1.8314666666666668,1.6552373,0.1762293334409492,0.0
2022-01-29 08:30:00,0.0,6.4718,5.9791576,0.4926423845506637,0.0
2022-01-29 08:45:00,0.0,1.9864,1.1108672,0.8755327544336375,0.0
2022-01-29 09:00:00,0.85919465,0.4056666666666667,0.0,1.2659354024871394,0.0
2022-01-29 09:15:00,1.3961527,0.2431333333333333,0.0,1.6403601333790994,0.0
2022-01-29 09:30:00,1.7788528,0.2104,0.0,1.990326905965756,0.0
2022-01-29 09:45:00,1.5722886,0.7394666666666667,0.0,2.312829402526681,0.0
2022-01-29 10:00:00,2.0148379,0.5908666666666667,0.0,2.6067786861057787,0.0
2022-01-29 10:15:00,2.4739165,0.3967333333333333,0.0,2.8717239461206527,0.0
2022-01-29 10:30:00,1.9275929,1.1787333333333334,0.0,3.107400304810911,0.0
2022-01-29 10:45:00,2.0732386,1.2392666666666667,0.0,3.3135793227253805,0.0
2022-01-29 11:00:00,2.1817566,1.3072,0.0,3.490030693126266,0.0
2022-01-29 11:15:00,3.0871825,0.5482666666666667,0.0,3.636523238484785,0.0
2022-01-29 11:30:00,3.3256973,0.4260666666666666,0.0,3.752838051038088,0.0
2022-01-29 11:45:00,3.3661094,0.4716,0.0,3.8387834673312575,0.0
2022-01-29 12:00:00,3.1053339,0.7878,0.0,3.894208001783992,0.0
2022-01-29 12:15:00,0.41410187,2.165,0.0,3.91901011850468,0.0
2022-01-29 12:30:00,0.0,0.6373333333333334,0.0,3.9131445600348087,0.0
2022-01-29 12:45:00,0.0,0.1146,0.0,3.87662520370523,0.0
2022-01-29 13:00:00,0.0,0.1956666666666666,0.0,3.809524547363227,0.0
2022-01-29 13:15:00,0.0,0.2254,0.0,3.711969778189263,0.0
2022-01-29 13:30:00,0.0,0.1593333333333333,0.0,3.584135422867974,0.0
2022-01-29 13:45:00,0.0,0.1224,0.0,3.426232668761244,0.0
2022-01-29 14:00:00,0.0,0.2008666666666666,0.0,3.238495819086932,0.0
2022-01-29 14:15:00,0.0,0.1620666666666666,0.0,3.021167912239496,0.0
2022-01-29 14:30:00,0.0,0.0965999999999999,0.0,2.7744910505527165,0.0
2022-01-29 14:45:00,0.0,0.1198666666666666,0.0,2.498716215125848,0.0
2022-01-29 15:00:00,0.0,0.1494,0.0,2.194171704214035,0.0
2022-01-29 15:15:00,0.0,0.1876666666666666,0.0,1.8614926979973008,0.0
2022-01-29 15:30:00,0.0,0.2496666666666666,0.0,1.5022877003006592,0.0
2022-01-29 15:45:00,0.0,0.9685333333333334,0.0,1.1210015522382415,0.0
2022-01-29 16:00:00,0.0,0.4188,0.0,0.7300472973345126,0.0
2022-01-29 16:15:00,0.0,0.1906,0.0,0.3629770971778908,0.0
2022-01-29 16:30:00,0.0,0.1628666666666667,0.0,0.0961173501131191,0.0
2022-01-29 16:45:00,0.0,0.2247333333333333,0.0,0.0,0.0
2022-01-29 17:00:00,0.0,0.1891333333333333,0.0,0.0,0.0
2022-01-29 17:15:00,0.0,0.2286,0.0,0.0,0.0
2022-01-29 17:30:00,0.0,0.4160666666666666,0.0,0.0,0.0
2022-01-29 17:45:00,0.0,0.4274666666666666,0.0,0.0,0.0
2022-01-29 18:00:00,0.0,0.3508,0.0,0.0,0.0
2022-01-29 18:15:00,0.0,0.2873333333333333,0.0,0.0,0.0
2022-01-29 18:30:00,0.0,0.2604666666666666,0.87375919,0.0,0.0
2022-01-29 18:45:00,0.0,0.2056,0.0,0.0,11.0
2022-01-29 19:00:00,0.0,0.0942666666666666,0.0,0.0,0.0
2022-01-29 19:15:00,0.0,0.0938,0.0,0.0,0.0
2022-01-29 19:30:00,0.0,0.1593333333333333,0.0,0.0,0.0
2022-01-29 19:45:00,0.0,0.2053333333333333,0.0,0.0,0.0
2022-01-29 20:00:00,0.0,0.1611333333333333,0.0,0.0,0.0
2022-01-29 20:15:00,0.0,0.1621333333333333,0.0,0.0,0.0
2022-01-29 20:30:00,0.0,0.1339333333333333,0.0,0.0,0.0
2022-01-29 20:45:00,0.0,0.1202666666666666,0.0,0.0,0.0
2022-01-29 21:00:00,0.0,0.1036,0.0,0.0,0.0
2022-01-29 21:15:00,0.0,0.1388666666666666,0.0,0.0,0.0
2022-01-29 21:30:00,0.0,0.195,0.0,0.0,0.0
2022-01-29 21:45:00,0.0,0.1072,0.0,0.0,0.0
2022-01-29 22:00:00,0.0,0.1234,0.0,0.0,0.0
2022-01-29 22:15:00,0.0,0.1394666666666666,0.0,0.0,0.0
2022-01-29 22:30:00,0.0,0.1410666666666666,0.0,0.0,0.0
2022-01-29 22:45:00,0.0,0.1766666666666666,0.0,0.0,0.0
2022-01-29 23:00:00,0.0,0.1725333333333333,0.0,0.0,0.0
2022-01-29 23:15:00,0.0,0.3661333333333333,0.0,0.0,0.0
2022-01-29 23:30:00,0.0,0.2938666666666666,0.1057798,0.0,0.0
2022-01-29 23:45:00,0.0,0.2686666666666666,0.26866667,0.0,0.0
2022-01-30 00:00:00,0.0,0.2734,0.2734,0.0,0.0
2022-01-30 00:15:00,0.0,0.2444666666666666,0.24446667,0.0,0.0
2022-01-30 00:30:00,0.0,0.2186,0.2186,0.0,0.0
2022-01-30 00:45:00,0.0,0.3138,0.3138,0.0,0.0
2022-01-30 01:00:00,0.0,0.2767333333333333,0.0,0.0,11.0
2022-01-30 01:15:00,0.0,0.3506,0.0,0.0,11.0
2022-01-30 01:30:00,0.0,0.2996666666666667,0.0,0.0,11.0
2022-01-30 01:45:00,0.0,0.2943333333333333,0.0,0.0,11.0
2022-01-30 02:00:00,0.0,0.2490666666666666,0.0,0.0,11.0
2022-01-30 02:15:00,0.0,0.2402666666666666,0.0,0.0,11.0
2022-01-30 02:30:00,0.0,0.2090666666666666,0.0,0.0,11.0
2022-01-30 02:45:00,0.0,0.2349333333333333,0.0,0.0,11.0
2022-01-30 03:00:00,0.0,0.2336,0.0,0.0,11.0
2022-01-30 03:15:00,0.0,0.2625333333333333,0.26253333,0.0,0.0
2022-01-30 03:30:00,0.0,0.2264666666666666,0.0,0.0,11.0
2022-01-30 03:45:00,0.0,0.2137333333333333,0.0,0.0,11.0
2022-01-30 04:00:00,0.0,0.2606,0.0,0.0,11.0
2022-01-30 04:15:00,0.0,0.2115333333333333,0.21153333,0.0,0.0
2022-01-30 04:30:00,0.0,0.2114,0.0,0.0,11.0
2022-01-30 04:45:00,0.0,0.1502666666666667,0.0,0.0,11.0
2022-01-30 05:00:00,0.0,0.2064666666666666,0.0,0.0,11.0
2022-01-30 05:15:00,0.0,0.2066666666666666,0.0,0.0,11.0
2022-01-30 05:30:00,0.0,0.2068,0.2068,0.0,0.0
2022-01-30 05:45:00,0.0,0.2586,0.0,0.0,11.0
2022-01-30 06:00:00,0.0,0.2880666666666666,0.28806667,0.0,0.0
2022-01-30 06:15:00,0.0,0.2425999999999999,0.0,0.0,11.0
2022-01-30 06:30:00,0.0,0.1666666666666666,0.16666667,0.0,0.0
2022-01-30 06:45:00,0.0,0.151,0.151,0.0,0.0
2022-01-30 07:00:00,0.0,0.2826,0.2826,0.0,0.0
2022-01-30 07:15:00,0.0,0.1503333333333333,0.15033333,0.0,0.0
2022-01-30 07:30:00,0.0,0.1794,0.1794,0.0,0.0
2022-01-30 07:45:00,0.0,0.2463333333333333,0.24633333,0.0,0.0
2022-01-30 08:00:00,0.0,0.306,1.5014287,0.0267934942552747,0.0
2022-01-30 08:15:00,0.0,0.2356,0.033290175,0.2023098253489661,11.0
2022-01-30 08:30:00,0.0,0.1784666666666666,0.0,0.5298854757327691,0.0
2022-01-30 08:45:00,0.0,0.217,0.0,0.9158455834796648,0.0
2022-01-30 09:00:00,0.0,0.1660666666666666,0.0,1.3060467202465094,0.0
2022-01-30 09:15:00,0.0,0.1872666666666667,0.0,1.6793260622253798,11.0
2022-01-30 09:30:00,0.0,0.2102666666666666,0.0,2.028045609663156,0.0
2022-01-30 09:45:00,0.0,0.2534,0.0,2.3494660159313203,11.0
2022-01-30 10:00:00,0.0,0.199,0.0,2.6425606754516187,0.0
2022-01-30 10:15:00,0.0,0.1844,0.0,2.9068720066804,11.0
2022-01-30 10:30:00,0.0,0.2640666666666666,0.0,3.142108143245068,11.0
2022-01-30 10:45:00,0.0,0.2681333333333333,0.0,3.348010824329599,11.0
2022-01-30 11:00:00,0.0,0.1929333333333333,0.0,3.5243228991942845,0.0
2022-01-30 11:15:00,0.0,0.1791333333333333,0.0,3.670790882237191,0.0
2022-01-30 11:30:00,0.0,0.1968666666666666,0.0,3.787178153075212,0.0
2022-01-30 11:45:00,0.0,0.1716666666666666,0.0,3.873279539172056,11.0
2022-01-30 12:00:00,0.0,0.2108,0.0,3.928933801042695,0.0
2022-01-30 12:15:00,0.0,0.1997333333333333,0.0,3.954033041903704,0.0
2022-01-30 12:30:00,0.0,0.2492666666666667,0.0,3.948528807193436,0.0
2022-01-30 12:45:00,0.0,0.2135333333333333,0.0,3.9124348570969936,11.0
2022-01-30 13:00:00,0.0,0.2168666666666666,0.0,3.845826716430099,0.0
2022-01-30 13:15:00,0.0,0.1738,0.0,3.74883795607206,0.0
2022-01-30 13:30:00,0.0,0.1918,0.0,3.6216531987600606,0.0
2022-01-30 13:45:00,0.0,0.2848666666666666,0.0,3.464497913108124,0.0
2022-01-30 14:00:00,0.0,0.2511333333333333,0.0,3.2776253709201857,0.0
2022-01-30 14:15:00,0.0,0.4955333333333334,0.0,3.061302543023776,0.0
2022-01-30 14:30:00,0.0,0.8448,0.0,2.8157997950788585,0.0
2022-01-30 14:45:00,0.0,0.2046666666666666,0.0,2.5413973706227373,0.0
2022-01-30 15:00:00,0.0,0.1941999999999999,0.0,2.238443095963444,0.0
2022-01-30 15:15:00,0.0,0.1814666666666666,0.0,1.9075512246386777,0.0
2022-01-30 15:30:00,0.0,0.199,0.0,1.5501836498273351,0.0
2022-01-30 15:45:00,0.0,0.2029333333333333,0.0,1.170277588565305,0.0
2022-01-30 16:00:00,0.0,0.1914666666666666,0.0,0.7787456431547424,0.0
2022-01-30 16:15:00,0.0,0.2376,0.0,0.4052611640851243,0.0
2022-01-30 16:30:00,0.0,0.8164,0.0,0.1201014372843445,0.0
2022-01-30 16:45:00,0.0,1.9234666666666669,0.0,0.0079330244294457,0.0
2022-01-30 17:00:00,0.0,0.6109333333333333,0.0,0.0,0.0
2022-01-30 17:15:00,0.0,0.4252666666666666,0.0,0.0,0.0
2022-01-30 17:30:00,0.0,0.3625333333333334,0.0,0.0,0.0
2022-01-30 17:45:00,0.0,0.3554,0.0,0.0,0.0
2022-01-30 18:00:00,0.0,0.4311999999999999,0.0,0.0,0.0
2022-01-30 18:15:00,0.0,0.5165333333333333,0.0,0.0,0.0
